prompt,document,summary,pred_answer,score
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","Scientists and charities say the human papilloma virus (HPV) jab will protect them from head and neck cancers. HPV is sexually transmitted and girls aged 12 and 13 receive the vaccine to protect them against cervical cancer. The Welsh government said it is waiting for advice from the Joint Committee on Vaccination and Immunisation. Charities including Tenovus Cancer Care and organisations such as BMA Cymru and Cardiff University's HPV research team will deliver a letter to the Welsh government on Monday calling for the vaccination to be rolled out. They told BBC Radio Wales' Eye on Wales programme the number of head and neck cancer cases are increasing. Dr Mererid Evans, consultant oncologist at Velindre Hospital in Cardiff, said: ""I've seen a difference in demographics over the last ten years. ""These are younger people with families, and three-quarters of those affected are men. The average age is 55 and most are non-smokers."" Jon Antoniazzi, from Tenovus Cancer Care, added: ""HPV causes 5% of the global cancer burden. ""What the Welsh government could be doing right now is taking a progressive step to stem the tide of these cancers, and show that it really takes the public health of its citizens seriously. ""We urge them to diverge from central thinking and vaccinate boys now."" In 2008, a vaccination programme was rolled out in schools and 85% of girls in Wales have been vaccinated. The Welsh government said: ""We will await the committee's recommendations and will consider the implications for Wales of any proposed changes to the HPV vaccination programme.""","Boys should receive a cancer vaccine - already given to young girls - to stop them developing strains of the disease, experts have said.","{""summary"": ""Scientists and charities argue that the HPV vaccine, currently given to girls aged 12–13 in Wales to prevent cervical cancer, should also be offered to boys to reduce rising head and neck cancer rates. A letter from Tenovus Cancer Care, BMA Cymru, and Cardiff University’s HPV research team will be sent to the Welsh government, urging a change in policy while the Joint Committee on Vaccination and Immunisation reviews the evidence. Recent data show that most head and neck cancer patients are men, average age 55, and largely non‑smokers, indicating a shift in the disease’s demographics. The Welsh government has confirmed it will wait for the committee’s recommendations before deciding on any adjustments to the vaccination programme.""}",0.6446758508682251
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","The council has launched an appeal to raise Â£150,000 for a bronze sculpture in the Barkers Pool area. Former steelworker Kathleen Roberts said: ""It breaks my heart that we haven't been recognised and everyone else has been."" The planned sculpture has been designed by artist Martin Jennings. Mrs Roberts said: ""Times were tough in 1941, as a country we had our backs against the wall. We worked flat out for the war effort and we were just young girls. ""I think the Sheffield industry could give more because they give so freely to others."" Sheffield City Council put up a commemorative plaque to the women in 2011, while plans for the sculpture were already under way. Leader of Sheffield City Council, Julie Dore, said: ""We all owe it to these amazing women to make the statue a reality.""","A woman who ""gave up her youth"" to work in Sheffield's steel factories during World War II has said the city's ""women of steel"" need proper recognition.","{""summary"": ""Sheffield City Council has launched an appeal to raise £150,000 for a bronze sculpture of women steelworkers to be installed in the Barkers Pool area. The statue, designed by artist Martin Jennings, will commemorate the contributions of female workers such as former steelworker Kathleen Roberts, who has expressed disappointment at the lack of recognition. A commemorative plaque was installed in 2011, and council leader Julie Dore has pledged support for making the sculpture a reality.""}",0.670856773853302
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","Reports suggest Chinese buyers are acquiring the clothing retailer, which started in London in the 1850s. Its illustrious fans have included the Queen Mother, Margaret Thatcher and actors such as Cary Grant. But after the British firm was saved from administration in 2012, it has mainly focused on China and last year saw its UK sales fall 16%. Hong Kong-based YGM Trading, which bought it for £15m four years ago, said Aquascutum is due to be sold in March 2017 to two buyers. The unnamed acquirers have made a $5m down payment for exclusive rights to the deal, YGM said in its annual report this week. Chinese textile firm Shandong Ruyi Group is understood to be one of the buyers, according to Bloomberg. Aquascutum started as a Mayfair tailors in 1851, rising to prominence after its founder, John Emary, patented the first waterproof textile. Its trench coats were worn by British soldiers during the First World War, while in 1953 its wyncol fabric - designed to withstand 100 mph winds - was used by explorer Edmund Hillary in the first confirmed ascent of Mount Everest. The coats were also a regular feature on the silver screen, with Sean Connery wearing one in Another Time, Another Place in 1958 and Sophia Loren in The Key. However, the retailer has struggled in recent years, closing its Nottinghamshire factory in 2012 and then falling into administration. Under YGM's ownership, the company's primary focus has been China, with 135 of its 146 outlets located in mainland China, Hong Kong, Macau and Taiwan. Last year it closed 14 stores in China amid declining sales, but opened one in Europe. In the UK, its three remaining standalone stores are in Westfield London, Great Marlborough Street and Jermyn Street.","Aquascutum, whose luxury raincoats have been worn by royalty and film stars, is being sold for $120m (£97m).","{""summary"": ""Aquascutum, a London‑based clothing retailer founded in 1851, was rescued from administration in 2012 and has since concentrated on the Chinese market, with 135 of its 146 outlets located in mainland China, Hong Kong, Macau and Taiwan. The company, which sold its UK sales 16 % lower last year, was bought by Hong Kong‑based YGM Trading for £15 million and is now being sold in March 2017 to two unnamed buyers, one of whom is believed to be Shandong Ruyi Group. YGM has made a $5 million down payment for exclusive rights to the deal, and the retailer has closed 14 stores in China while opening a single store in Europe. Its remaining UK presence consists of three standalone shops in Westfield London, Great Marlborough Street and Jermyn Street.""}",0.6379156112670898
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","The move reunites the 21-year-old with former boss David Moyes, as well as ex-team-mates Donald Love and Paddy McNair who joined for a £5.5m fee this week. Belgium international Januzaj had asked to leave Old Trafford on a permanent transfer but United preferred a loan. He has scored five goals in 63 appearances for the club and is under contract until the summer of 2018. Januzaj spent four months on loan to Bundesliga side Borussia Dortmund last season, but played only 12 games before returning to his parent club. United boss Jose Mourinho said of the switch: ""He fits in my plans. That is why he is on loan at a Premier League club ""If he doesn't fit in my plans, I don't care where he is going, I just send him to Borussia Dortmund where he didn't play one match. He is talented.""",Manchester United winger Adnan Januzaj has joined fellow Premier League side Sunderland on a season-long loan.,"{""summary"": ""Belgium international Ravel Januzaj has joined a club where he will reunite with former manager David Moyes and teammates Donald Love and Paddy McNair, who were signed for £5.5 million this week. Januzaj, who requested a permanent exit from Manchester United, will instead go on loan; he has scored five goals in 63 appearances for United and is contracted until the summer of 2018. He spent the previous season on loan at Borussia Dortmund, making 12 appearances before returning to his parent club. United manager Jose Mourinho said the loan fits his plans and praised Januzaj’s talent.""}",0.6750320196151733
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","Roslyn Condie, of Mossdale, near Castle Douglas, admitted being the owner of a dog which was dangerously out of control last September. A court heard how her Staffordshire Bull Terrier, Nipper, bit the postman on the leg leaving a puncture wound. Sentence was deferred on Condie for six months. Dumfries Sheriff Court heard how the incident happened while the postman was delivering mail in the village of Mossdale. Local residents gave him first aid and he later had medical treatment for the bite. Fiscal depute Jennifer McGill said there was concern in the area over the dog which had on occasion escaped from the garden of its home. A solicitor for Condie said she had had the dog since it was a puppy and it was very affectionate. She now kept it muzzled when taken out and the garden fences had been made escape proof. Sheriff Brian Mohan handed out the warning that a second bite would bring destruction and deferred sentence on Condie stressing that she should keep the dog under control with appropriate measures.",A sheriff has warned the owner of a dog which bit a postman delivering the mail that her pet will be destroyed if it bites someone again.,"{""summary"": ""Roslyn Condie of Mossdale, near Castle Douglas, admitted ownership of her Staffordshire Bull Terrier, Nipper, which bit a postman on the leg in September, causing a puncture wound. The incident occurred while the postman was delivering mail, and local residents provided first aid before he received medical treatment. Condie’s solicitor noted that she had kept the dog since it was a puppy, now muzzled when out and with escape‑proof fences, but the dog had previously escaped from its garden. Sheriff Brian Mohan deferred a six‑month sentence, warning that a second bite would result in harsher penalties and urging Condie to maintain strict control over the dog.""}",0.5639618039131165
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","Edinburgh University found chronic pain is caused partly by a person's genetic make-up and partly by as-yet-unidentified risk factors shared by partners in the same environment. The team also identified significant overlaps between the risk factors for chronic pain and depression. The scientists said chronic pain is a common cause of disability. Scientists hope the research will help explain why some people suffer from the condition and not others. The study used data from more than 100,000 people taking part in the Generation Scotland and UK Biobank projects - major studies investigating genetic links to health conditions. The results of the collaboration with Dundee, Aberdeen and Glasgow universities are published in the latest edition of the journal PLOS Medicine. Prof Andrew McIntosh, chair of biological psychiatry at Edinburgh University, said: ""We hope our research will encourage people to think about the relationship between chronic pain and depression, and whether physical and mental illnesses are as separate as some believe.""","Partners of people with depression are more likely to suffer from chronic pain, a new study suggests.","{""summary"": ""Edinburgh University researchers found that chronic pain is partly driven by genetic factors and partly by shared, yet unidentified, environmental risk factors among partners. The study also revealed significant overlap between the risk factors for chronic pain and depression. Using data from over 100,000 participants in the Generation Scotland and UK Biobank projects, the collaboration with Dundee, Aberdeen and Glasgow universities published the findings in PLOS Medicine. The team hopes the results will clarify why some individuals develop chronic pain while others do not and highlight the link between physical and mental health.""}",0.7237555980682373
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","Englishwoman Evans, 29, is a 10-time ladies' champion. Doherty, 45, won the tournament in 1997, but the world number 43 has not reached the third round since 2006. The winner must make it through two more qualifying rounds to reach the main draw, which starts on 18 April. The tournament has increased this year from 128 to 144 players. The top 16 seeds automatically qualify for the first round, with all non-seeded players starting in the first of three qualifying rounds which run from 8-15 April. Evans received an invitation to the qualifying draw from snooker's governing body, the World Professional Billiards and Snooker Association (WPBSA). Six-time world champion Steve Davis is also attempting to qualify. He faces Jamie Cope in the first round of qualifying. Jimmy White, six times a runner-up at the Crucible, meets Thailand's James Wattana, while 2006 world champion Graeme Dott has been drawn against Mark Owens. Defending champion Mark Selby is the top seed, with five-time winner Ronnie O'Sullivan seeded second - the two met in last year's final.",Reanne Evans will face former world champion Ken Doherty in the first round of qualifying as she bids to become the first woman to appear in the main stages of the World Championship.,"{""summary"": ""Englishwoman Evans, 29, a 10‑time ladies' champion, has been invited by the WPBSA to the qualifying draw of the upcoming tournament, which now features 144 players instead of the previous 128. The top 16 seeds, including defending champion Mark Selby and five‑time winner Ronnie O'Sullivan, automatically enter the first round, while non‑seeded players such as Evans, Steve Davis, Jimmy White, and Graeme Dott must compete in qualifying matches from 8‑15 April to reach the main draw that begins on 18 April. Doherty, 45, who won the event in 1997, has not reached the third round since 2006, and the tournament’s structure requires all qualifiers to win two additional rounds before the main event. Notable early‑round matchups include Davis vs. Jamie Cope, White vs. James Wattana, and Dott vs. Mark Owens.""}",0.6469858884811401
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","Almost 3,000 cases were diagnosed in the capital out of a total of 5,042 in the country in 2015, figures from Public Health England (PHE) show. Since 2010 the number of cases among Londoners has risen by 163%, with 90% of those reported in 2015 among men who have sex with men. PHE said people were ""putting themselves at risk through unsafe sex"". Syphilis is a bacterial infection that initially causes highly infectious sores but can go on to cause serious conditions such as heart problems. In most circumstances it can be treated with antibiotics but in extreme cases, the sexually transmitted infection can prove fatal. 2,811 cases in the capital in 2015 2,406 cases recorded among men who have sex with men (MSM) 36 median age of MSM diagnosed 74% of MSM diagnosed were white 44% of MSM diagnosed were born in the UK There are about 54.7m people living in England, 8.7m of which live in London according to the Office of National Statistics. In 2015, syphilis was diagnosed in all London local authorities with the highest numbers in Lambeth, Southwark, Tower Hamlets and Westminster. The number of cases among heterosexual men and women has risen slightly but there was a much larger increase among men who have sex with men. The group, which represents about 2% of the total London population, accounted for 2,406 of 2,811 cases in the capital. Dr Yvonne Doyle, regional director for PHE London, said it was ""worrying to see such alarming rises in syphilis year on year"". She said: ""We are seeing large increases in cases of syphilis among men who have sex with men and they now represent 90% of syphilis cases in London. ""Although diagnoses among heterosexuals in the capital are more stable they too continue to be higher than we would like given the effective preventative measures in place."" She called on people to practise safe sex, ""including using condoms, regularly being tested and avoiding overlapping sexual relationships"".","Nearly 60% of all syphilis cases reported in England were in London, it has been revealed.","{""summary"": ""In 2015, London recorded 2,811 syphilis cases, representing 90 % of the 5,042 national total, a 163 % increase since 2010. The majority of cases (2,406) were among men who have sex with men (MSM), with a median age of 36, 74 % white, and 44 % UK‑born. The highest numbers were reported in Lambeth, Southwark, Tower Hamlets and Westminster, while diagnoses among heterosexual men and women rose only slightly. Public Health England urged safer sex practices, including condom use, regular testing, and avoiding overlapping sexual relationships.""}",0.7728399038314819
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","The emergency services were called to the property in the Sangomore area of Durness at about 02:00. Police Scotland said it was not known if she was in the house at the time. Her relatives have been informed. Det Insp Richard Baird said the fire was not thought to be suspicious, but the damage caused had prevented entry to the property. He said: ""A joint investigation with the fire service will be carried out. ""Enquiries are at a very early stage, however, initial enquiries would suggest there are no suspicious circumstances. ""Due to the extensive structural damage and uncertainty of the building, gaining access to the property will take some considerable time. ""Structural engineers will advise when it will be safe to enter the property.""",Police are trying to trace a woman who is unaccounted for after a fire at her home in the Highlands.,"{""summary"": ""Emergency services were called to a property in the Sangomore area of Durness at about 02:00. Police Scotland reported that it was unclear whether the resident was inside at the time and had informed her relatives. The fire was not considered suspicious, but extensive structural damage has made entry impossible. A joint investigation with the fire service is underway, and structural engineers will determine when it is safe to access the property.""}",0.350623607635498
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","The 30-year-old joined Wanderers for a second loan stint in January from Cardiff City and helped the club to promotion from League One. He was out of contract at Cardiff this summer and moves on a free transfer. ""It's not going to be a shock that I've signed and it's been a long time coming,"" he told the club website. ""Bolton is my spiritual home at the moment and I'm really looking forward to putting in a lot of hard work and get going."" Find all the latest football transfers on our dedicated page.",Bolton Wanderers have completed the permanent signing of striker Adam Le Fondre on a two-year deal after his loan spell last season.,"{""summary"": ""The 30‑year‑old joined Bolton Wanderers on a second loan stint in January from Cardiff City, helping the club secure promotion from League One. After his contract with Cardiff expired this summer, he signed a free transfer with Bolton. He said the move was long in the making and that Bolton feels like his “spiritual home,” expressing enthusiasm for the work ahead.""}",0.5077786445617676
