prompt,document,summary,pred_answer,score
"You are a summarization assistant. Read the article below. Write a brief summary of 3‑4 sentences that captures the key facts. Keep the tone neutral and factual, and avoid repeating information. Output only the summary, no additional text.","Margarita Louis-Dreyfus, Marseille's billionaire owner, said in April that she would sell the club following poor results and protests from fans. McCourt, speaking at a news conference, said: ""I'm very excited about making Marseille a champion again."" A deal is set to be completed by the end of the year and no fee has yet been disclosed. Appearing alongside Louis-Dreyfus and Marseille mayor Jean-Claude Gaudin, 63-year-old McCourt said he wants a team that can compete ""year in, year out"" to win Ligue 1. Marseille, who finished 13th in 2015/16 and lost to PSG in the French cup final, are 11th after three games this season.","Frank McCourt, the former owner of the LA Dodgers baseball team, is set to buy French Ligue 1 club Marseille.","{""summary"": ""Billionaire owner Margarita Louis‑Dreyfus announced in April that she would sell Olympique de Marseille after a run of poor results and fan protests. The club’s new owner, 63‑year‑old McCourt, said he is excited to make Marseille a champion again and that the sale will be completed by year‑end, though the fee remains undisclosed. McCourt, who appeared with Louis‑Dreyfus and mayor Jean‑Claude Gaudin, stressed the aim of building a team that can compete consistently for Ligue 1. Marseille finished 13th in 2015/16, lost the French cup final to PSG, and are currently 11th after three games of the current season.""}",0.6670804023742676
"You are a summarization assistant. Read the article below. Write a brief summary of 3‑4 sentences that captures the key facts. Keep the tone neutral and factual, and avoid repeating information. Output only the summary, no additional text.","Reports suggest Chinese buyers are acquiring the clothing retailer, which started in London in the 1850s. Its illustrious fans have included the Queen Mother, Margaret Thatcher and actors such as Cary Grant. But after the British firm was saved from administration in 2012, it has mainly focused on China and last year saw its UK sales fall 16%. Hong Kong-based YGM Trading, which bought it for £15m four years ago, said Aquascutum is due to be sold in March 2017 to two buyers. The unnamed acquirers have made a $5m down payment for exclusive rights to the deal, YGM said in its annual report this week. Chinese textile firm Shandong Ruyi Group is understood to be one of the buyers, according to Bloomberg. Aquascutum started as a Mayfair tailors in 1851, rising to prominence after its founder, John Emary, patented the first waterproof textile. Its trench coats were worn by British soldiers during the First World War, while in 1953 its wyncol fabric - designed to withstand 100 mph winds - was used by explorer Edmund Hillary in the first confirmed ascent of Mount Everest. The coats were also a regular feature on the silver screen, with Sean Connery wearing one in Another Time, Another Place in 1958 and Sophia Loren in The Key. However, the retailer has struggled in recent years, closing its Nottinghamshire factory in 2012 and then falling into administration. Under YGM's ownership, the company's primary focus has been China, with 135 of its 146 outlets located in mainland China, Hong Kong, Macau and Taiwan. Last year it closed 14 stores in China amid declining sales, but opened one in Europe. In the UK, its three remaining standalone stores are in Westfield London, Great Marlborough Street and Jermyn Street.","Aquascutum, whose luxury raincoats have been worn by royalty and film stars, is being sold for $120m (£97m).","{""summary"": ""Aquascutum, the London‑based clothing retailer founded in 1851, has been sold to Hong Kong‑based YGM Trading for £15 million and is now slated for sale in March 2017 to two unnamed buyers, one of whom is believed to be Chinese textile firm Shandong Ruyi Group. YGM has paid a $5 million down payment for exclusive rights to the deal, and the company’s operations have shifted almost entirely to China, with 135 of its 146 outlets located in mainland China, Hong Kong, Macau and Taiwan. Despite its historic heritage and high‑profile clientele, the brand has struggled in recent years, closing its Nottinghamshire factory in 2012, falling into administration, and reporting a 16 % decline in UK sales last year. The remaining UK presence consists of three standalone stores in Westfield London, Great Marlborough Street and Jermyn Street.""}",0.6457467675209045
"You are a summarization assistant. Read the article below. Write a brief summary of 3‑4 sentences that captures the key facts. Keep the tone neutral and factual, and avoid repeating information. Output only the summary, no additional text.","Roslyn Condie, of Mossdale, near Castle Douglas, admitted being the owner of a dog which was dangerously out of control last September. A court heard how her Staffordshire Bull Terrier, Nipper, bit the postman on the leg leaving a puncture wound. Sentence was deferred on Condie for six months. Dumfries Sheriff Court heard how the incident happened while the postman was delivering mail in the village of Mossdale. Local residents gave him first aid and he later had medical treatment for the bite. Fiscal depute Jennifer McGill said there was concern in the area over the dog which had on occasion escaped from the garden of its home. A solicitor for Condie said she had had the dog since it was a puppy and it was very affectionate. She now kept it muzzled when taken out and the garden fences had been made escape proof. Sheriff Brian Mohan handed out the warning that a second bite would bring destruction and deferred sentence on Condie stressing that she should keep the dog under control with appropriate measures.",A sheriff has warned the owner of a dog which bit a postman delivering the mail that her pet will be destroyed if it bites someone again.,"{""summary"": ""Roslyn Condie of Mossdale admitted ownership of her Staffordshire Bull Terrier, Nipper, which bit a postman in September, causing a puncture wound. The Dumfries Sheriff Court deferred her sentence for six months after the postman received first aid and later medical treatment. Condie has kept the dog muzzled outdoors and reinforced the garden fence to prevent escape, though residents had previously expressed concern about the dog’s tendency to flee. Sheriff Brian Mohan warned that a second bite would result in harsher penalties and urged Condie to maintain strict control measures.""}",0.5490218997001648
"You are a summarization assistant. Read the article below. Write a brief summary of 3‑4 sentences that captures the key facts. Keep the tone neutral and factual, and avoid repeating information. Output only the summary, no additional text.","he 18-year-old, who is the third-youngest player at Euro 2016, signs a five-year deal for an undisclosed fee. On Monday, Dortmund signed Bayern Munich midfielder Sebastian Rode, 25. Last week, they agreed a deal for Barcelona's Spain defender Marc Bartra, 25, after meeting his £6.25m release clause and previously signed Rennes forward Ousmane Dembele, 18. The Rode and Dembele deals were completed for undisclosed fees. Find all the latest football transfers on our dedicated page.",Borussia Dortmund have made FC Nordsjaelland and Turkey winger Emre Mor their fourth summer signing.,"{""summary"": ""Dortmund secured several new signings, including 25‑year‑old midfielder Sebastian Rode from Bayern Munich and 25‑year‑old Spanish defender Marc Bartra from Barcelona for £6.25 million. The club also added 18‑year‑old Rennes forward Ousmane Dembele, with the transfer fee undisclosed. Additionally, an 18‑year‑old player, the third‑youngest at Euro 2016, signed a five‑year contract with Dortmund for an undisclosed amount. All of these moves were announced on the club’s dedicated transfer page.""}",0.6060125827789307
"You are a summarization assistant. Read the article below. Write a brief summary of 3‑4 sentences that captures the key facts. Keep the tone neutral and factual, and avoid repeating information. Output only the summary, no additional text.","The council has launched an appeal to raise Â£150,000 for a bronze sculpture in the Barkers Pool area. Former steelworker Kathleen Roberts said: ""It breaks my heart that we haven't been recognised and everyone else has been."" The planned sculpture has been designed by artist Martin Jennings. Mrs Roberts said: ""Times were tough in 1941, as a country we had our backs against the wall. We worked flat out for the war effort and we were just young girls. ""I think the Sheffield industry could give more because they give so freely to others."" Sheffield City Council put up a commemorative plaque to the women in 2011, while plans for the sculpture were already under way. Leader of Sheffield City Council, Julie Dore, said: ""We all owe it to these amazing women to make the statue a reality.""","A woman who ""gave up her youth"" to work in Sheffield's steel factories during World War II has said the city's ""women of steel"" need proper recognition.","{""summary"": ""Sheffield City Council has launched an appeal to raise £150,000 for a bronze sculpture of women steelworkers to be installed in the Barkers Pool area, with the design by artist Martin Jennings. The project follows a commemorative plaque unveiled in 2011 that honors the women’s wartime contributions. Former steelworker Kathleen Roberts highlighted the lack of recognition for these women and urged the city to give more. Council leader Julie Dore said the statue would honour the “amazing women” and should become a reality.""}",0.7361065149307251
"You are a summarization assistant. Read the article below. Write a brief summary of 3‑4 sentences that captures the key facts. Keep the tone neutral and factual, and avoid repeating information. Output only the summary, no additional text.","Berahino, 22, had said he would not play under Albion chairman Jeremy Peace again after the club rejected two deadline-day offers from Tottenham. But he made his first start since at Villa, poking home a first-half strike. ""It's over now. As a club we move on and he's a very good player,"" Pulis said after the game. ""This game was made for Saido. He's not played a lot of football and looked tired as the game went on, but he was desperate to play and he has the quality that we want and need. ""Everyone makes mistakes - in a few years' time he will look back on the situation and think he should have done better."" England Under-21s forward Berahino returned to the Baggies squad last week after a three-game absence, coming off the bench in the 0-0 draw with Southampton.",West Brom manager Tony Pulis says they have moved on from Saido Berahino's threat to strike after he scored the only goal in their win at Aston Villa.,"{""summary"": ""England U21 striker Saido Berahino, who had previously said he would not play under Albion chairman Jeremy Peace after the club rejected two deadline‑day offers from Tottenham, returned to the Baggies squad after a three‑game absence. He made his first start since joining Villa and scored a first‑half goal in a 0‑0 draw with Southampton. Manager Pulis praised Berahino’s quality and said the club would move on, noting the player’s desire to play despite fatigue. Berahino’s return follows the club’s earlier transfer decisions and his brief period on the bench.""}",0.607673704624176
"You are a summarization assistant. Read the article below. Write a brief summary of 3‑4 sentences that captures the key facts. Keep the tone neutral and factual, and avoid repeating information. Output only the summary, no additional text.",Residents awoke from a night of colourful fireworks to find the city covered in a thick grey blanket of smog and authorities warned that pollution levels were critically high.,Diwali celebrations in the Indian capital Delhi have seen air pollution rise to hazardous levels after many firecrackers were set off.,"{""summary"": ""Residents woke up after a night of fireworks to find the city shrouded in a thick grey smog. Authorities issued warnings that pollution levels had reached critically high levels. The event highlights the environmental impact of celebratory fireworks on urban air quality.""}",0.6698064804077148
"You are a summarization assistant. Read the article below. Write a brief summary of 3‑4 sentences that captures the key facts. Keep the tone neutral and factual, and avoid repeating information. Output only the summary, no additional text.","The Spaniards won 22-19 with a try in the last seconds to seal the 12th and final spot for this summer's Rio Games. They join Fiji, South Africa, Great Britain, Australia, United States, Argentina, France, Kenya, New Zealand, Japan and Brazil in the men's event. ""I am still trying to take it in. This is a dream for us. We are going to be Olympians,"" said Spain's Angel Lopez. ""We believed that we were good enough, but wow, this is pretty special. ""We now have to prepare. We will be very motivated and determined to do our nation, our family and Spanish rugby proud.""",Spain qualified for the Olympic sevens with a dramatic late victory over Samoa in Sunday's repechage tournament final.,"{""summary"": ""Spain secured the final men's rugby sevens berth for the Rio Olympics with a 22‑19 victory, clinching the spot with a last‑second try. The win places Spain alongside Fiji, South Africa, Great Britain, Australia, the United States, Argentina, France, Kenya, New Zealand, Japan, and Brazil in the tournament. Spanish player Angel Lopez expressed disbelief and excitement, noting the team’s determination to represent their nation proudly. The squad now turns its focus to preparation for the Games.""}",0.6524320840835571
"You are a summarization assistant. Read the article below. Write a brief summary of 3‑4 sentences that captures the key facts. Keep the tone neutral and factual, and avoid repeating information. Output only the summary, no additional text.","Englishwoman Evans, 29, is a 10-time ladies' champion. Doherty, 45, won the tournament in 1997, but the world number 43 has not reached the third round since 2006. The winner must make it through two more qualifying rounds to reach the main draw, which starts on 18 April. The tournament has increased this year from 128 to 144 players. The top 16 seeds automatically qualify for the first round, with all non-seeded players starting in the first of three qualifying rounds which run from 8-15 April. Evans received an invitation to the qualifying draw from snooker's governing body, the World Professional Billiards and Snooker Association (WPBSA). Six-time world champion Steve Davis is also attempting to qualify. He faces Jamie Cope in the first round of qualifying. Jimmy White, six times a runner-up at the Crucible, meets Thailand's James Wattana, while 2006 world champion Graeme Dott has been drawn against Mark Owens. Defending champion Mark Selby is the top seed, with five-time winner Ronnie O'Sullivan seeded second - the two met in last year's final.",Reanne Evans will face former world champion Ken Doherty in the first round of qualifying as she bids to become the first woman to appear in the main stages of the World Championship.,"{""summary"": ""Englishwoman Evans, 29, a 10‑time ladies' champion, has been invited by the WPBSA to the qualifying rounds of the tournament, which now features 144 players instead of 128. The top 16 seeds, including defending champion Mark Selby and Ronnie O'Sullivan, automatically enter the first round, while non‑seeded players such as Evans, Steve Davis, Jimmy White, and Graeme Dott must compete in qualifying matches from 8‑15 April to reach the main draw on 18 April. Doherty, the 1997 champion, remains world number 43 but has not reached the third round since 2006. The tournament’s structure requires winners to progress through two additional qualifying rounds before the main event.""}",0.612499475479126
"You are a summarization assistant. Read the article below. Write a brief summary of 3‑4 sentences that captures the key facts. Keep the tone neutral and factual, and avoid repeating information. Output only the summary, no additional text.","Scientists and charities say the human papilloma virus (HPV) jab will protect them from head and neck cancers. HPV is sexually transmitted and girls aged 12 and 13 receive the vaccine to protect them against cervical cancer. The Welsh government said it is waiting for advice from the Joint Committee on Vaccination and Immunisation. Charities including Tenovus Cancer Care and organisations such as BMA Cymru and Cardiff University's HPV research team will deliver a letter to the Welsh government on Monday calling for the vaccination to be rolled out. They told BBC Radio Wales' Eye on Wales programme the number of head and neck cancer cases are increasing. Dr Mererid Evans, consultant oncologist at Velindre Hospital in Cardiff, said: ""I've seen a difference in demographics over the last ten years. ""These are younger people with families, and three-quarters of those affected are men. The average age is 55 and most are non-smokers."" Jon Antoniazzi, from Tenovus Cancer Care, added: ""HPV causes 5% of the global cancer burden. ""What the Welsh government could be doing right now is taking a progressive step to stem the tide of these cancers, and show that it really takes the public health of its citizens seriously. ""We urge them to diverge from central thinking and vaccinate boys now."" In 2008, a vaccination programme was rolled out in schools and 85% of girls in Wales have been vaccinated. The Welsh government said: ""We will await the committee's recommendations and will consider the implications for Wales of any proposed changes to the HPV vaccination programme.""","Boys should receive a cancer vaccine - already given to young girls - to stop them developing strains of the disease, experts have said.","{""summary"": ""Scientists and charities argue that the HPV vaccine, currently given to girls aged 12‑13 in Wales to prevent cervical cancer, should also be offered to boys to reduce rising head and neck cancer rates. A letter from Tenovus Cancer Care, BMA Cymru, and Cardiff University’s HPV research team will be sent to the Welsh government, urging a change in policy while the Joint Committee on Vaccination and Immunisation reviews the evidence. Experts note that head and neck cancers are increasingly affecting younger, mostly male, non‑smoking patients with an average age of 55. The Welsh government has stated it will wait for the committee’s recommendations before deciding on any adjustments to the existing vaccination programme, which has already vaccinated 85 % of girls since its 2008 rollout.""}",0.6680940389633179
