prompt,document,summary,pred_answer,score
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The 30-year-old joined Wanderers for a second loan stint in January from Cardiff City and helped the club to promotion from League One. He was out of contract at Cardiff this summer and moves on a free transfer. ""It's not going to be a shock that I've signed and it's been a long time coming,"" he told the club website. ""Bolton is my spiritual home at the moment and I'm really looking forward to putting in a lot of hard work and get going."" Find all the latest football transfers on our dedicated page.",Bolton Wanderers have completed the permanent signing of striker Adam Le Fondre on a two-year deal after his loan spell last season.,"{""summary"": ""The 30‑year‑old, who helped Wanderers secure promotion from League One, left Cardiff on a free transfer to join Bolton, his spiritual home.""}",0.454140841960907
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Defeats by Munster, Edinburgh and Ulster were followed by a run of nine wins in 11 Pro12 and European games, including a win against Toulon. Ospreys beat Scarlets 19-9 on Tuesday. ""Hopefully it's just a glitch. We'll see next week if it's a huge step back,"" Owens told BBC Radio Wales. ""We've bounced back well, we didn't have a great start [losing first three games] but we've built momentum. ""We've got some great performances in during the international period and over the last couple of weeks."" Scarlets are fifth in the Pro12 following the Ospreys defeat but Owens is optimistic about their progress this season after a poor start to their league campaign. ""You can't win every game in the season and, as long as we turn up with a huge win against the Blues, then we'll be back in that winning groove again,"" Owens continued. ""You can't go all season winning every game, it's not going to happen, so we will put ourselves in a position now from the start we had."" Scott Williams says Ospreys' kicking game proved vital in the defeat and says they need to look at themselves closely before facing Cardiff Blues on New Year's Day. ""We knew it was going to be close but there were too many mistakes and too many penalties,"" Williams said. ""Our defence has been pretty good the last couple of weeks but you can't be giving penalties away when they've got boys like Dan Biggar and Sam Davies in their team. ""We'll be tough on ourselves now. We've got another derby in four days so we've got to get our heads on for that and make sure we turn up.""",Scarlets captain Ken Owens says they can bounce back from their derby defeat by west Wales rivals Ospreys - just like they recovered from losing their first three games of the season.,"{""summary"": ""After early defeats, Ospreys secured a 19‑9 win over Scarlets, showing improved momentum but acknowledging mistakes and the need to tighten discipline before upcoming matches.""}",0.5784333348274231
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","he 18-year-old, who is the third-youngest player at Euro 2016, signs a five-year deal for an undisclosed fee. On Monday, Dortmund signed Bayern Munich midfielder Sebastian Rode, 25. Last week, they agreed a deal for Barcelona's Spain defender Marc Bartra, 25, after meeting his £6.25m release clause and previously signed Rennes forward Ousmane Dembele, 18. The Rode and Dembele deals were completed for undisclosed fees. Find all the latest football transfers on our dedicated page.",Borussia Dortmund have made FC Nordsjaelland and Turkey winger Emre Mor their fourth summer signing.,"{""summary"": ""Dortmund secured several new signings, including Sebastian Rode, Marc Bartra, and Ousmane Dembele, while an 18‑year‑old Euro 2016 player signed a five‑year deal.""}",0.6654409170150757
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The council has launched an appeal to raise Â£150,000 for a bronze sculpture in the Barkers Pool area. Former steelworker Kathleen Roberts said: ""It breaks my heart that we haven't been recognised and everyone else has been."" The planned sculpture has been designed by artist Martin Jennings. Mrs Roberts said: ""Times were tough in 1941, as a country we had our backs against the wall. We worked flat out for the war effort and we were just young girls. ""I think the Sheffield industry could give more because they give so freely to others."" Sheffield City Council put up a commemorative plaque to the women in 2011, while plans for the sculpture were already under way. Leader of Sheffield City Council, Julie Dore, said: ""We all owe it to these amazing women to make the statue a reality.""","A woman who ""gave up her youth"" to work in Sheffield's steel factories during World War II has said the city's ""women of steel"" need proper recognition.","{""summary"": ""Sheffield City Council seeks £150,000 to fund a bronze sculpture honoring wartime female steelworkers in Barkers Pool, designed by Martin Jennings.""}",0.5416266322135925
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Andrew Jones, 34, was convicted of grievous bodily harm and robbery after he left Reg Stocking lying in a pool of blood in West Bromwich. A jury at Wolverhampton Crown Court also found him guilty of a burglary using Mr Stocking's car as a getaway. Jones, of Dingle Street, Sandwell, was remanded into custody to await sentencing on 4 December. He was also found guilty of witness intimidation. Mr Stocking's blue Peugeot 207 was taken outside his home in Chapel Street, West Bromwich. Jones hid before jumping into the car while Mr Stocking opened his driveway gate, said West Midlands Police. Mr Stocking tried to stop Jones but he was hit and dragged by the car which left him in a critical condition with serious head injuries. Jones used the car as a getaway vehicle to steal a TV from a property in Groveland Road, Tipton just hours later. He stored the TV at his ex-partner's flat in Kendrick House saying ""ask no questions and I will tell no lies"". His ex-partner Stacey Johnson, 26, pleaded guilty to handling stolen goods at an earlier hearing and received a 12 month community order and was ordered to pay costs of Â£300. Detective Inspector Pete Rowe, from West Bromwich CID, said of the conviction: ""We hope that this will give some comfort to the family as their loved one continues to recover from his ordeal and injuries.""","A man has been found guilty of a car-jacking attack which left a 78-year-old man wheelchair bound, a court heard.","{""summary"": ""Andrew Jones, 34, was convicted of grievous bodily harm, robbery, burglary, witness intimidation after assaulting Reg Stocking, using Stocking’s car to escape, stealing a TV.""}",0.3757728636264801
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Roslyn Condie, of Mossdale, near Castle Douglas, admitted being the owner of a dog which was dangerously out of control last September. A court heard how her Staffordshire Bull Terrier, Nipper, bit the postman on the leg leaving a puncture wound. Sentence was deferred on Condie for six months. Dumfries Sheriff Court heard how the incident happened while the postman was delivering mail in the village of Mossdale. Local residents gave him first aid and he later had medical treatment for the bite. Fiscal depute Jennifer McGill said there was concern in the area over the dog which had on occasion escaped from the garden of its home. A solicitor for Condie said she had had the dog since it was a puppy and it was very affectionate. She now kept it muzzled when taken out and the garden fences had been made escape proof. Sheriff Brian Mohan handed out the warning that a second bite would bring destruction and deferred sentence on Condie stressing that she should keep the dog under control with appropriate measures.",A sheriff has warned the owner of a dog which bit a postman delivering the mail that her pet will be destroyed if it bites someone again.,"{""summary"": ""In Mossdale, owner Roslyn Condie received a sentence after her Staffordshire Bull Terrier bit a postman, with the court urging stricter control to prevent incidents.""}",0.5457457304000854
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Almost 3,000 cases were diagnosed in the capital out of a total of 5,042 in the country in 2015, figures from Public Health England (PHE) show. Since 2010 the number of cases among Londoners has risen by 163%, with 90% of those reported in 2015 among men who have sex with men. PHE said people were ""putting themselves at risk through unsafe sex"". Syphilis is a bacterial infection that initially causes highly infectious sores but can go on to cause serious conditions such as heart problems. In most circumstances it can be treated with antibiotics but in extreme cases, the sexually transmitted infection can prove fatal. 2,811 cases in the capital in 2015 2,406 cases recorded among men who have sex with men (MSM) 36 median age of MSM diagnosed 74% of MSM diagnosed were white 44% of MSM diagnosed were born in the UK There are about 54.7m people living in England, 8.7m of which live in London according to the Office of National Statistics. In 2015, syphilis was diagnosed in all London local authorities with the highest numbers in Lambeth, Southwark, Tower Hamlets and Westminster. The number of cases among heterosexual men and women has risen slightly but there was a much larger increase among men who have sex with men. The group, which represents about 2% of the total London population, accounted for 2,406 of 2,811 cases in the capital. Dr Yvonne Doyle, regional director for PHE London, said it was ""worrying to see such alarming rises in syphilis year on year"". She said: ""We are seeing large increases in cases of syphilis among men who have sex with men and they now represent 90% of syphilis cases in London. ""Although diagnoses among heterosexuals in the capital are more stable they too continue to be higher than we would like given the effective preventative measures in place."" She called on people to practise safe sex, ""including using condoms, regularly being tested and avoiding overlapping sexual relationships"".","Nearly 60% of all syphilis cases reported in England were in London, it has been revealed.","{""summary"": ""London's syphilis cases rose 163% since 2010, 90% among men who have sex with men, prompting Public Health England to urge safer sex.""}",0.7633568048477173
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The step may make some important new medicines more affordable in the developing world, by leaving the way clear for generic companies to make cheap copies of GSK's drugs. GSK said it would adopt a graduated approach linked to a country's wealth. It said it would still seek full patent protection in richer nations. The company says the changes it is making should help people who currently cannot afford life saving medicine. In the world's poorest countries, it will allow other companies to make generics or cheaper copies of its medicine. In what it calls lower middle income countries it will continue to file patents but will grant licences to generic manufacturers in exchange for a royalty. Pharmaceutical firms are often criticised for not making their medicines affordable to people in developing countries, but the firms have argued that patenting their products is the only way to ensure research for new treatments can be funded. One exception is HIV/AIDS, where the price of drugs for people in many poor nations who are living with the condition have been drastically reduced. Sufferers of other serious illnesses though, for example, cancer, often cannot afford the drugs to treat them. GSK says changes to the way it patents drugs will make its next generation of cancer drugs more affordable. Recent figures showed GSK's sales rose 2% to £6.29bn in the quarter. However, the company fell to a pre-tax loss of £416m compared with a profit of £531m for the same period in 2014. New treatments for HIV, respiratory conditions and meningitis vaccines had sales of £682m in the quarter.",UK drugs manufacturer GlaxoSmithKline has said it will not file patents for its products in the world's poorest nations.,"{""summary"": ""GSK will use a tiered patent approach, granting generics in low‑income nations while protecting patents in wealthier markets, aiming to lower cancer drug costs.""}",0.5556819438934326
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Both men retired on 105 as they punished a tiring students attack. Donald, 19, is the second youngest player to reach three figures for Glamorgan. The record is still held by Mike Llewellyn, who was aged 18 when he scored a century against Cambridge University in 1972. Donald had previously made 98 in the final game of the 2015 season against Gloucestershire. ""It was nice to tick it off, it's been looming over me a bit during the winter. It's really special, nice to get over the line in the first game of the season,"" Donald told BBC Wales Sport. ""Pleased for Dai as well, to have two maiden first-class tons in one game was a pretty good effort."" Lloyd, whose previous best was 92 at Northampton in 2015, reached his century with a six. ""I was just pleased to get over the line, and for Aneurin as well,"" he said. ""Last season was a stepping stone for me and hopefully I can go one step further with bat and ball."" The pair's run-scoring feats are likely to provide a difficult selection decision for Glamorgan's Championship opener against Leicestershire, with South Africa international batsman Colin Ingram yet to come into the side. ""Hopefully we've put ourselves up there for selection. It's about being in the mix, and you can't ask any more of ourselves to both get hundreds,"" said Donald. ""We accept this year there's going to be more competition for places which is a great thing for the club, pushing us as batters and bowlers."" Donald could still beat Matthew Maynard's record for the youngest Championship century, achieved in 1985. Earlier Glamorgan's top order had all spent time at the wicket without going on to make big scores, as James Turpin and Alex Thomson claimed two wickets apiece. The run-scoring exploits came after day one of the three-day match was washed out.",Glamorgan batsmen Aneurin Donald and David Lloyd both hit maiden first-class centuries as they piled up 444-7 against Cardiff MCCU.,"{""summary"": ""Glamorgan's Donald and Lloyd scored centuries, with Donald becoming the club's second youngest to hit a three‑figure score, affecting upcoming selection.""}",0.7860680818557739
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Edinburgh University found chronic pain is caused partly by a person's genetic make-up and partly by as-yet-unidentified risk factors shared by partners in the same environment. The team also identified significant overlaps between the risk factors for chronic pain and depression. The scientists said chronic pain is a common cause of disability. Scientists hope the research will help explain why some people suffer from the condition and not others. The study used data from more than 100,000 people taking part in the Generation Scotland and UK Biobank projects - major studies investigating genetic links to health conditions. The results of the collaboration with Dundee, Aberdeen and Glasgow universities are published in the latest edition of the journal PLOS Medicine. Prof Andrew McIntosh, chair of biological psychiatry at Edinburgh University, said: ""We hope our research will encourage people to think about the relationship between chronic pain and depression, and whether physical and mental illnesses are as separate as some believe.""","Partners of people with depression are more likely to suffer from chronic pain, a new study suggests.","{""summary"": ""Edinburgh University researchers discovered that chronic pain arises from both genetic factors and shared environmental risks, overlapping with depression, using data from over 100,000 participants.""}",0.7124255895614624
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The Spaniards won 22-19 with a try in the last seconds to seal the 12th and final spot for this summer's Rio Games. They join Fiji, South Africa, Great Britain, Australia, United States, Argentina, France, Kenya, New Zealand, Japan and Brazil in the men's event. ""I am still trying to take it in. This is a dream for us. We are going to be Olympians,"" said Spain's Angel Lopez. ""We believed that we were good enough, but wow, this is pretty special. ""We now have to prepare. We will be very motivated and determined to do our nation, our family and Spanish rugby proud.""",Spain qualified for the Olympic sevens with a dramatic late victory over Samoa in Sunday's repechage tournament final.,"{""summary"": ""Spain secured a Rio Games spot in rugby sevens with a last‑second try, joining 11 other nations, and players are eager to represent their country.""}",0.6973881721496582
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The emergency services were called to the property in the Sangomore area of Durness at about 02:00. Police Scotland said it was not known if she was in the house at the time. Her relatives have been informed. Det Insp Richard Baird said the fire was not thought to be suspicious, but the damage caused had prevented entry to the property. He said: ""A joint investigation with the fire service will be carried out. ""Enquiries are at a very early stage, however, initial enquiries would suggest there are no suspicious circumstances. ""Due to the extensive structural damage and uncertainty of the building, gaining access to the property will take some considerable time. ""Structural engineers will advise when it will be safe to enter the property.""",Police are trying to trace a woman who is unaccounted for after a fire at her home in the Highlands.,"{""summary"": ""A non‑suspicious fire broke out at a Sangomore property in Durness early morning, prompting a joint police‑fire investigation, with access delayed by extensive structural damage.""}",0.3613845109939575
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Atkinson, who can also play in midfield, has made 20 appearances for the Magpies since signing in July 2015, following his release by West Brom. The 22-year-old has yet to play in a League Two game this season, but has featured twice in cup competitions. He could make his debut for the Heed when they travel to face struggling Guiseley on 25 October. Meanwhile, on-loan Carlisle midfielder Russell Penn, 30, has extended his loan stay with Gateshead until 26 December.",National League side Gateshead have signed versatile Notts County defender Wes Atkinson on a one-month loan deal.,"{""summary"": ""Atkinson, 22, has 20 appearances for Gateshead but hasn’t played League Two this season, while Carlisle midfielder Russell Penn extends his loan until December.""}",0.5894194841384888
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The search was launched after the coastguard received reports from an individual claiming to be in difficulty off the coast of County Down. Two RNLI boats and a coastguard helicopter from Scotland were launched to assist in the search. The kayaker was reported to be near Mew Island, one of the Copeland Islands near Donaghadee. A coastguard spokesman said it received several calls from a person claiming to be in difficulty. However, the alarm was declared to be a hoax following a thorough search.","The coastguard has called off a search for a kayaker after it declared the alarm an ""elaborate hoax"".","{""summary"": ""A search for a kayaker in distress off County Down involved RNLI boats and a Scottish coastguard helicopter, but was deemed a hoax after investigation.""}",0.7089163661003113
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The Alex, relegated from League One, enquired about the 18-year-old but were turned down immediately. ""I spoke to (United Under-21 coach) Warren Joyce last season about taking him,"" Collins told BBC Radio Stoke. ""They said he was needed in their 21s and a week later he makes his first-team debut and the rest is history."" Rashford's rise has been meteoric after he scored twice on his United debut in the Europa League against Midtjylland and repeated the feat in his first Premier League game against Arsenal before finishing the season with eight goals in 18 games. Called into the senior England squad, he scored less than three minutes into his first international appearance against Australia and is now in France for Euro 2016. ""It shows you there are good players in these academies,"" Collins said. ""There are plenty of kids being produced but opportunity is the key - maybe some of the bigger clubs are missing a trick.""","Crewe Alexandra made a bid to sign new Manchester United star Marcus Rashford on loan last season, assistant boss James Collins has revealed.","{""summary"": ""Rashford’s rapid rise from youth to senior football, marked by early goals and an international debut, highlights how crucial opportunity is for academy talent.""}",0.4720791578292846
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Storms smashed a hole in the sea wall alongside the line above the seafront in Dawlish, south Devon in 2014. The railway line took two months to repair at an estimated cost of £1bn to the local economy. Network Rail is consulting with Devon and Cornwall residents about the plans. They include strengthening defences and cliffs, as well and building breakwaters to protect the line. More on the coastal rail protection work, and other Devon and Cornwall news Cliffs next to the line would be stabilised and reshaped so they are not as steep under the plans. A total of £270m is allocated for spending on priority areas including around Dawlish between 2019 and 2024. The line connects Devon and Cornwall with the rest of the UK.","Protecting a key coastal railway track from rising sea levels and falling cliffs is going to cost about £650m, Network Rail has said.","{""summary"": ""Network Rail is consulting Devon residents on plans to reinforce cliffs, sea walls, build breakwaters to protect the Dawlish railway line, allocating £270 million 2019‑2024.""}",0.6593060493469238
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The eighteen-year-old lost his lower legs and spent nearly a month in hospital after the accident. It happened during a race at Donington Park, days before his birthday. When he was recovering from his accident, Billy said he really wanted to race again, despite his injuries, Now the Formula 4 racer is back behind the wheel - trying out a car specially designed to make it easy for him to drive. The controls for the Fun Cup endurance racer are attached to the steering wheel instead of being the floor of the car, where they'd normally be. The new racing car came from a group called Team BRIT. They help disabled people and people with injuries that would making driving difficult, to compete in motorsport. It's designed to look like a Volkswagen Beetle, and Billy's been giving it a test drive at Brands Hatch in Kent. Billy says it's been really good just to get back behind the wheel, but he still wants to perfect his technique and get used to driving the new car. While Billy still has some training and therapy to get through, he says that's all going well, and he's hoping to get back out on the track properly soon. He says his ambition is now to compete in the Le Mans 24 Hours, along with Frenchman Frederic Sausset, who lost both his arms and legs through an illness. The teenager also wants to thank his fans, saying he's been overwhelmed by the help they've given him. He says: ""People keep saying I'm the inspiration but I think all these people coming together to support someone who has gone through an accident like this, they're the true inspiration.""","Teenage racing driver Billy Monger has returned to the racing track, almost three months after he was badly hurt in a crash.","{""summary"": ""Eighteen‑year‑old Formula 4 racer Billy, who lost both lower legs in a Donington Park crash, now drives a car with steering‑wheel controls, aiming to race again.""}",0.4829196333885193
