prompt,document,summary,pred_answer,score
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","Her Majesty's Inspectorate of Constabulary (HMIC) said the Dyfed-Powys and north Wales forces ""required improvement"". South Wales and Gwent police forces were ranked ""good"". The reviews are part of HMIC's annual inspection of England and Wales' 43 forces. Police and crime commissioner Christopher Salmon said: ""We have more officers investigating the most serious crimes and my Help Hub has increased support for victims. ""There is always more to do but I am confident that Dyfed-Powys is effective and keeping people safe and reducing crime."" Police and crime commissioner Winston Roddick said: ""Over five years North Wales saw a 17.4% cut in crime which is better than the England and Wales average reduction of 12.6%. ""The chief constable accepts, as I do, there is always room for improvement and together we must make sure that the improvements recommended by HMIC are carried out as soon as possible."" Police and crime commissioner Ian Johnston said: ""It is pleasing to hear that all of that hard work has been recognised by HMIC and that the force has been found to be effective at protecting from harm those who are most vulnerable. ""This report is very good news and the challenge now is to build further still on the findings of the inspectors."" Alun Michael, police and crime commissioner, said: ""This report recognises that the priorities set by the chief constable and myself reflect a strong commitment to prevent crime, to support victims and to work in partnership. ""This is set out in our latest Police and Crime Reduction Plan, published last month, which had a strong focus on early intervention and prompt, positive action as well as effective partnership working.""",Two of Wales' four police forces have been told they must improve how they keep people safe and reduce crime.,"{""summary"": ""HMIC inspected 43 police forces in England and Wales and found that Dyfed‑Powys and North Wales forces required improvement, while South Wales and Gwent were rated good. The inspection is part of HMIC’s annual review of all forces. Police and crime commissioners from the affected forces highlighted ongoing efforts to increase serious‑crime investigations, support for victims, and crime‑reduction achievements. Commissioners also emphasized the need to implement HMIC recommendations and build on the inspectors’ findings.""}",0.6789050102233887
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.",Residents awoke from a night of colourful fireworks to find the city covered in a thick grey blanket of smog and authorities warned that pollution levels were critically high.,Diwali celebrations in the Indian capital Delhi have seen air pollution rise to hazardous levels after many firecrackers were set off.,"{""summary"": ""Residents woke after a night of fireworks to find the city shrouded in a thick grey smog. The pollution levels were reported to be critically high. Authorities issued warnings about the severe air quality conditions.""}",0.5271690487861633
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","Both men retired on 105 as they punished a tiring students attack. Donald, 19, is the second youngest player to reach three figures for Glamorgan. The record is still held by Mike Llewellyn, who was aged 18 when he scored a century against Cambridge University in 1972. Donald had previously made 98 in the final game of the 2015 season against Gloucestershire. ""It was nice to tick it off, it's been looming over me a bit during the winter. It's really special, nice to get over the line in the first game of the season,"" Donald told BBC Wales Sport. ""Pleased for Dai as well, to have two maiden first-class tons in one game was a pretty good effort."" Lloyd, whose previous best was 92 at Northampton in 2015, reached his century with a six. ""I was just pleased to get over the line, and for Aneurin as well,"" he said. ""Last season was a stepping stone for me and hopefully I can go one step further with bat and ball."" The pair's run-scoring feats are likely to provide a difficult selection decision for Glamorgan's Championship opener against Leicestershire, with South Africa international batsman Colin Ingram yet to come into the side. ""Hopefully we've put ourselves up there for selection. It's about being in the mix, and you can't ask any more of ourselves to both get hundreds,"" said Donald. ""We accept this year there's going to be more competition for places which is a great thing for the club, pushing us as batters and bowlers."" Donald could still beat Matthew Maynard's record for the youngest Championship century, achieved in 1985. Earlier Glamorgan's top order had all spent time at the wicket without going on to make big scores, as James Turpin and Alex Thomson claimed two wickets apiece. The run-scoring exploits came after day one of the three-day match was washed out.",Glamorgan batsmen Aneurin Donald and David Lloyd both hit maiden first-class centuries as they piled up 444-7 against Cardiff MCCU.,"{""summary"": ""Donald and Lloyd scored centuries for Glamorgan, with Donald, aged 19, becoming the second youngest player to reach three figures for the club after Mike Llewellyn’s record at 18. Lloyd’s previous best was 92, and he reached his century with a six. Their performances will influence selection for Glamorgan’s Championship opener against Leicestershire, where South Africa international Colin Ingram has yet to be included. Donald could also surpass Matthew Maynard’s record for the youngest Championship century, and the match’s first day was washed out.""}",0.7608768939971924
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","Englishwoman Evans, 29, is a 10-time ladies' champion. Doherty, 45, won the tournament in 1997, but the world number 43 has not reached the third round since 2006. The winner must make it through two more qualifying rounds to reach the main draw, which starts on 18 April. The tournament has increased this year from 128 to 144 players. The top 16 seeds automatically qualify for the first round, with all non-seeded players starting in the first of three qualifying rounds which run from 8-15 April. Evans received an invitation to the qualifying draw from snooker's governing body, the World Professional Billiards and Snooker Association (WPBSA). Six-time world champion Steve Davis is also attempting to qualify. He faces Jamie Cope in the first round of qualifying. Jimmy White, six times a runner-up at the Crucible, meets Thailand's James Wattana, while 2006 world champion Graeme Dott has been drawn against Mark Owens. Defending champion Mark Selby is the top seed, with five-time winner Ronnie O'Sullivan seeded second - the two met in last year's final.",Reanne Evans will face former world champion Ken Doherty in the first round of qualifying as she bids to become the first woman to appear in the main stages of the World Championship.,"{""summary"": ""Englishwoman Evans, 29, is a 10‑time ladies' champion and has received an invitation to the qualifying draw for the tournament, which now features 144 players instead of 128. The top 16 seeds automatically enter the first round, while all other competitors must play three qualifying rounds from 8–15 April to reach the main draw that begins on 18 April. Six‑time world champion Steve Davis, Jimmy White, and Graeme Dott are among the players in the qualifiers, facing Jamie Cope, James Wattana, and Mark Owens respectively. Defending champion Mark Selby is the top seed, with Ronnie O'Sullivan seeded second after their meeting in last year's final.""}",0.5889113545417786
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","The Tykes went ahead inside the opening 10 minutes when Roberts converted Conor Hourihane's corner. Fletcher doubled the lead following another Hourihane set-piece, smashing home after an error from Coventry goalkeeper Reice Charles-Cook. Barnsley are now seventh in the table, level on points with Coventry in sixth. Having endured a run of nine successive league defeats earlier this season, the Tykes have lost just once in their last 12 matches. Coventry have now lost two on the spin going into this Saturday's home game with Rochdale, when Barnsley will be at fourth-placed Walsall. Sky Blues boss Tony Mowbray told BBC Coventry & Warwickshire: ""We needed the players to turn up and not enough of them did. My standards are high and they did not do enough all night long. ""Barnsley are a powerful side. Their two centre backs were colossus tonight. They played like men. ""Everyone is down on confidence. The players have been great all season but we need them to get back to the high levels they have shown.""",Marc Roberts and Ashley Fletcher scored either side of half-time to help Barnsley to victory over fellow League One play-off-chasers Coventry City.,"{""summary"": ""Barnsley beat Coventry 2‑0 in the opening 10 minutes, with goals from Roberts and Fletcher. The win moves the Tykes to seventh place, level on points with Coventry in sixth. The club has improved after a nine‑game losing streak, losing only once in its last 12 matches. Coventry manager Tony Mowbray criticised his players’ effort and praised Barnsley’s performance.""}",0.7870270609855652
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","The Spaniards won 22-19 with a try in the last seconds to seal the 12th and final spot for this summer's Rio Games. They join Fiji, South Africa, Great Britain, Australia, United States, Argentina, France, Kenya, New Zealand, Japan and Brazil in the men's event. ""I am still trying to take it in. This is a dream for us. We are going to be Olympians,"" said Spain's Angel Lopez. ""We believed that we were good enough, but wow, this is pretty special. ""We now have to prepare. We will be very motivated and determined to do our nation, our family and Spanish rugby proud.""",Spain qualified for the Olympic sevens with a dramatic late victory over Samoa in Sunday's repechage tournament final.,"{""summary"": ""Spain secured the final men's rugby sevens berth for the Rio 2016 Olympics by defeating an opponent 22‑19, with a try scored in the last seconds. The victory places Spain as the 12th and last team to qualify, joining Fiji, South Africa, Great Britain, Australia, the United States, Argentina, France, Kenya, New Zealand, Japan, and Brazil. Spanish player Angel Lopez expressed disbelief and excitement, calling the result a dream and emphasizing the team’s determination to represent their nation proudly. The squad now focuses on preparation for the upcoming Games.""}",0.6668295860290527
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","Reports suggest Chinese buyers are acquiring the clothing retailer, which started in London in the 1850s. Its illustrious fans have included the Queen Mother, Margaret Thatcher and actors such as Cary Grant. But after the British firm was saved from administration in 2012, it has mainly focused on China and last year saw its UK sales fall 16%. Hong Kong-based YGM Trading, which bought it for £15m four years ago, said Aquascutum is due to be sold in March 2017 to two buyers. The unnamed acquirers have made a $5m down payment for exclusive rights to the deal, YGM said in its annual report this week. Chinese textile firm Shandong Ruyi Group is understood to be one of the buyers, according to Bloomberg. Aquascutum started as a Mayfair tailors in 1851, rising to prominence after its founder, John Emary, patented the first waterproof textile. Its trench coats were worn by British soldiers during the First World War, while in 1953 its wyncol fabric - designed to withstand 100 mph winds - was used by explorer Edmund Hillary in the first confirmed ascent of Mount Everest. The coats were also a regular feature on the silver screen, with Sean Connery wearing one in Another Time, Another Place in 1958 and Sophia Loren in The Key. However, the retailer has struggled in recent years, closing its Nottinghamshire factory in 2012 and then falling into administration. Under YGM's ownership, the company's primary focus has been China, with 135 of its 146 outlets located in mainland China, Hong Kong, Macau and Taiwan. Last year it closed 14 stores in China amid declining sales, but opened one in Europe. In the UK, its three remaining standalone stores are in Westfield London, Great Marlborough Street and Jermyn Street.","Aquascutum, whose luxury raincoats have been worn by royalty and film stars, is being sold for $120m (£97m).","{""summary"": ""Aquascutum, a London‑based clothing retailer founded in 1851, was rescued from administration in 2012 and has since focused on the Chinese market, with 135 of its 146 outlets in mainland China, Hong Kong, Macau and Taiwan. The company, which sold its UK sales 16 % lower last year, was bought by Hong Kong‑based YGM Trading for £15 million and is slated for sale in March 2017 to two buyers, one of whom is believed to be Shandong Ruyi Group. YGM has made a $5 million down payment for exclusive rights to the deal, and the retailer has closed 14 stores in China while opening a single store in Europe. Its remaining UK presence consists of three standalone stores at Westfield London, Great Marlborough Street and Jermyn Street.""}",0.6431156396865845
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","Roslyn Condie, of Mossdale, near Castle Douglas, admitted being the owner of a dog which was dangerously out of control last September. A court heard how her Staffordshire Bull Terrier, Nipper, bit the postman on the leg leaving a puncture wound. Sentence was deferred on Condie for six months. Dumfries Sheriff Court heard how the incident happened while the postman was delivering mail in the village of Mossdale. Local residents gave him first aid and he later had medical treatment for the bite. Fiscal depute Jennifer McGill said there was concern in the area over the dog which had on occasion escaped from the garden of its home. A solicitor for Condie said she had had the dog since it was a puppy and it was very affectionate. She now kept it muzzled when taken out and the garden fences had been made escape proof. Sheriff Brian Mohan handed out the warning that a second bite would bring destruction and deferred sentence on Condie stressing that she should keep the dog under control with appropriate measures.",A sheriff has warned the owner of a dog which bit a postman delivering the mail that her pet will be destroyed if it bites someone again.,"{""summary"": ""Roslyn Condie of Mossdale admitted ownership of a Staffordshire Bull Terrier that was dangerously out of control in September. The dog, named Nipper, bit a postman on the leg while he was delivering mail, causing a puncture wound that required medical treatment. The Dumfries Sheriff Court deferred a six‑month sentence, warning that a second bite would result in harsher penalties and urging Condie to keep the dog muzzled and its garden escape‑proof. Local residents had provided first aid to the postman during the incident.""}",0.5587759613990784
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","Edinburgh University found chronic pain is caused partly by a person's genetic make-up and partly by as-yet-unidentified risk factors shared by partners in the same environment. The team also identified significant overlaps between the risk factors for chronic pain and depression. The scientists said chronic pain is a common cause of disability. Scientists hope the research will help explain why some people suffer from the condition and not others. The study used data from more than 100,000 people taking part in the Generation Scotland and UK Biobank projects - major studies investigating genetic links to health conditions. The results of the collaboration with Dundee, Aberdeen and Glasgow universities are published in the latest edition of the journal PLOS Medicine. Prof Andrew McIntosh, chair of biological psychiatry at Edinburgh University, said: ""We hope our research will encourage people to think about the relationship between chronic pain and depression, and whether physical and mental illnesses are as separate as some believe.""","Partners of people with depression are more likely to suffer from chronic pain, a new study suggests.","{""summary"": ""Edinburgh University researchers found that chronic pain is partly caused by genetic factors and partly by shared environmental risk factors among partners. The study also revealed significant overlap between risk factors for chronic pain and depression. Data from more than 100,000 participants in the Generation Scotland and UK Biobank projects were used. The findings, a collaboration with Dundee, Aberdeen and Glasgow universities, were published in PLOS Medicine and highlighted by Prof Andrew McIntosh.""}",0.7360935807228088
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","Almost 3,000 cases were diagnosed in the capital out of a total of 5,042 in the country in 2015, figures from Public Health England (PHE) show. Since 2010 the number of cases among Londoners has risen by 163%, with 90% of those reported in 2015 among men who have sex with men. PHE said people were ""putting themselves at risk through unsafe sex"". Syphilis is a bacterial infection that initially causes highly infectious sores but can go on to cause serious conditions such as heart problems. In most circumstances it can be treated with antibiotics but in extreme cases, the sexually transmitted infection can prove fatal. 2,811 cases in the capital in 2015 2,406 cases recorded among men who have sex with men (MSM) 36 median age of MSM diagnosed 74% of MSM diagnosed were white 44% of MSM diagnosed were born in the UK There are about 54.7m people living in England, 8.7m of which live in London according to the Office of National Statistics. In 2015, syphilis was diagnosed in all London local authorities with the highest numbers in Lambeth, Southwark, Tower Hamlets and Westminster. The number of cases among heterosexual men and women has risen slightly but there was a much larger increase among men who have sex with men. The group, which represents about 2% of the total London population, accounted for 2,406 of 2,811 cases in the capital. Dr Yvonne Doyle, regional director for PHE London, said it was ""worrying to see such alarming rises in syphilis year on year"". She said: ""We are seeing large increases in cases of syphilis among men who have sex with men and they now represent 90% of syphilis cases in London. ""Although diagnoses among heterosexuals in the capital are more stable they too continue to be higher than we would like given the effective preventative measures in place."" She called on people to practise safe sex, ""including using condoms, regularly being tested and avoiding overlapping sexual relationships"".","Nearly 60% of all syphilis cases reported in England were in London, it has been revealed.","{""summary"": ""In 2015, 2,811 syphilis cases were reported in London, representing 90 % of the 5,042 national cases and a 163 % increase since 2010. Of those London cases, 2,406 involved men who have sex with men (MSM), with a median age of 36, 74 % of whom were white and 44 % born in the UK. The highest numbers were recorded in Lambeth, Southwark, Tower Hamlets and Westminster, while diagnoses among heterosexual men and women rose only slightly. Public Health England’s regional director urged safe sex practices, including condom use, regular testing and avoiding overlapping sexual relationships.""}",0.7626229524612427
