prompt,title,context,question,answer,pred_answer,score
Answer the question.,French_and_Indian_War,"Britain gained control of French Canada and Acadia, colonies containing approximately 80,000 primarily French-speaking Roman Catholic residents. The deportation of Acadians beginning in 1755 resulted in land made available to migrants from Europe and the colonies further south. The British resettled many Acadians throughout its North American provinces, but many went to France, and some went to New Orleans, which they had expected to remain French. Some were sent to colonize places as diverse as French Guiana and the Falkland Islands; these latter efforts were unsuccessful. Others migrated to places like Saint-Domingue, and fled to New Orleans after the Haitian Revolution. The Louisiana population contributed to the founding of the modern Cajun population. (The French word ""Acadien"" evolved to ""Cadien"", then to ""Cajun"".)",How many French colonists were lost by British?,No answer,"{""answer"": ""During the Great Expulsion that followed the French & Indian War, the British displaced only a fraction of the French‑speaking population that had lived in the former Acadian and French‑Canadian colonies.  A commonly cited figure is that **roughly 15,000 French colonists were lost** — i.e., expelled (and many died in the process) from a total of about 20,000–22,000 French‑speaking inhabitants in the region.  This loss encompassed the Acadians (about 8,000–10,000 deported) and other French colonists in New France and the Acadian territories.""}",0.076568529009819
Answer the question.,Packet_switching,"The Computer Science Network (CSNET) was a computer network funded by the U.S. National Science Foundation (NSF) that began operation in 1981. Its purpose was to extend networking benefits, for computer science departments at academic and research institutions that could not be directly connected to ARPANET, due to funding or authorization limitations. It played a significant role in spreading awareness of, and access to, national networking and was a major milestone on the path to development of the global Internet.",What was the purpose of CSNET,"to extend networking benefits, for computer science departments at academic and research institutions that could not be directly connected to ARPANET","{""answer"": ""CSNET was created to give computer‑science departments at universities and research institutions that could not obtain a direct ARPANET connection—because of funding or authorization limits—access to a national, packet‑switched network. By extending networking capabilities to these sites, CSNET broadened awareness of and participation in nationwide data communications, paving the way for the modern Internet.""}",0.7557579278945923
Answer the question.,Rhine,"Through stream capture, the Rhine extended its watershed southward. By the Pliocene period, the Rhine had captured streams down to the Vosges Mountains, including the Mosel, the Main and the Neckar. The northern Alps were then drained by the Rhone. By the early Pleistocene period, the Rhine had captured most of its current Alpine watershed from the Rhône, including the Aar. Since that time, the Rhine has added the watershed above Lake Constance (Vorderrhein, Hinterrhein, Alpenrhein; captured from the Rhône), the upper reaches of the Main, beyond Schweinfurt and the Vosges Mountains, captured from the Meuse, to its watershed.",How did the Rhine extend watershed southward?,stream capture,"{""answer"": ""The Rhine’s southernward expansion of its drainage basin was accomplished mainly by **stream capture** (also called river piracy).  \nDuring the late Neogene and early Pleistocene the rising Alps and the associated tectonic uplift increased the uplift‑rate and erosion of the surrounding valleys. The Rhine headwaters eroded increasingly far into the valleys that fed the Mosel, Main, Neckar, Aar, and later the Vorderrhein/Hinterrhein (Alpenrhein) and even sections of the Meuse. When the Rhine’s headward erosion overtook the channel of a neighbouring stream, the flowing water was diverted into the Rhine – the stream was “captured.”  \n\nIn this way:\n\n* The Mosel, Main and Neckar were pulled into the Rhine’s stream‑system during the Pliocene.  \n* By the early Pleistocene the Rhine had captured almost its entire current Alpine watershed from the Rhône (including the Aar).  \n* Further headward erosion added the Vor‑, Hinter‑ and Alpenrhein (captured from the Rhône) and portions of the upper Main and the Vosges drainage (captured from the Meuse) to its basin.\n\nHence, the Rhine extended its watershed southward by repeatedly capturing neighboring tributaries through head‑ward erosion and river piracy.""}",0.2142296731472015
Answer the question.,University_of_Chicago,"Other prominent alumni include anthropologists David Graeber and Donald Johanson, who is best known for discovering the fossil of a female hominid australopithecine known as ""Lucy"" in the Afar Triangle region, psychologist John B. Watson, American psychologist who established the psychological school of behaviorism, communication theorist Harold Innis, chess grandmaster Samuel Reshevsky, and conservative international relations scholar and White House Coordinator of Security Planning for the National Security Council Samuel P. Huntington.",Who did John B Watson and David Graeber discover a fossil of?,No answer,"{""answer"": ""They’re referring to **Lucy** – the fossil of a female *Australopithecus afarensis*. (Lucy was uncovered by anthropologist Donald Johanson; John B. Watson and David Graeber are not the discoverers.)""}",0.0371356345713138
Answer the question.,Immune_system,"The adaptive immune system evolved in early vertebrates and allows for a stronger immune response as well as immunological memory, where each pathogen is ""remembered"" by a signature antigen. The adaptive immune response is antigen-specific and requires the recognition of specific ""non-self"" antigens during a process called antigen presentation. Antigen specificity allows for the generation of responses that are tailored to specific pathogens or pathogen-infected cells. The ability to mount these tailored responses is maintained in the body by ""memory cells"". Should a pathogen infect the body more than once, these specific memory cells are used to quickly eliminate it.",What immune response is not antigen-specific?,No answer,"{""answer"": ""The immune response that is **not antigen‑specific** is the **innate (non‑specific) immune response**—the body's first line of defense that reacts generally to pathogens rather than to specific antigens.""}",0.0278357714414596
Answer the question.,Prime_number,"are prime. Prime numbers of this form are known as factorial primes. Other primes where either p + 1 or p ? 1 is of a particular shape include the Sophie Germain primes (primes of the form 2p + 1 with p prime), primorial primes, Fermat primes and Mersenne primes, that is, prime numbers that are of the form 2p ? 1, where p is an arbitrary prime. The LucasLehmer test is particularly fast for numbers of this form. This is why the largest known prime has almost always been a Mersenne prime since the dawn of electronic computers.",What test is especially useful for numbers of the form 2p - 1?,The LucasLehmer test,"{""answer"": ""The **Lucas–Lehmer test** is particularly fast for testing primes of the form \\(2^p - 1\\).""}",0.4641797542572021
Answer the question.,Scottish_Parliament,"The first item of business on Wednesdays is usually Time for Reflection, at which a speaker addresses members for up to four minutes, sharing a perspective on issues of faith. This contrasts with the formal style of ""Prayers"", which is the first item of business in meetings of the House of Commons. Speakers are drawn from across Scotland and are chosen to represent the balance of religious beliefs according to the Scottish census. Invitations to address Parliament in this manner are determined by the Presiding Officer on the advice of the parliamentary bureau. Faith groups can make direct representations to the Presiding Officer to nominate speakers.",Invitations to address the House of Commons are determined by whom?,No answer,"{""answer"": ""Invitations to address the House of Commons are set by the **Speaker of the House of Commons** (the presiding officer of that chamber).""}",0.0675122439861297
Answer the question.,Scottish_Parliament,"For the next three hundred years, Scotland was directly governed by the Parliament of Great Britain and the subsequent Parliament of the United Kingdom, both seated at Westminster, and the lack of a Parliament of Scotland remained an important element in Scottish national identity. Suggestions for a 'devolved' Parliament were made before 1914, but were shelved due to the outbreak of the First World War. A sharp rise in nationalism in Scotland during the late 1960s fuelled demands for some form of home rule or complete independence, and in 1969 prompted the incumbent Labour government of Harold Wilson to set up the Kilbrandon Commission to consider the British constitution. One of the principal objectives of the commission was to examine ways of enabling more self-government for Scotland, within the unitary state of the United Kingdom. Kilbrandon published his report in 1973 recommending the establishment of a directly elected Scottish Assembly to legislate for the majority of domestic Scottish affairs.",The only objective of the Kilbrandon Commission was what?,No answer,"{""answer"": ""The sole aim of the Kilbrandon Commission was to **explore how to give Scotland greater self‑government while keeping it within the unitary state of the United Kingdom**.""}",0.0852364301681518
Answer the question.,Pharmacy,"In some rural areas in the United Kingdom, there are dispensing physicians who are allowed to both prescribe and dispense prescription-only medicines to their patients from within their practices. The law requires that the GP practice be located in a designated rural area and that there is also a specified, minimum distance (currently 1.6 kilometres) between a patient's home and the nearest retail pharmacy. This law also exists in Austria for general physicians if the nearest pharmacy is more than 4 kilometers away, or where none is registered in the city.",What is the maximum distance between a patient's home and the nearest pharmacy that allows a physician to give out medication?,No answer,"{""answer"": ""**Answer**\n\n- **United Kingdom** – 1.6 kilometres (about 1 mile) from the patient’s home to the nearest retail pharmacy.  \n- **Austria** – 4 kilometres (approximately 2.5 miles) from the patient’s home to the nearest pharmacy.\n\nThese are the minimum distances that must separate a patient’s residence from the nearest pharmacy for a physician to be legally permitted to both prescribe and dispense medication at his or her own practice.""}",0.0191739238798618
Answer the question.,Packet_switching,"The CYCLADES packet switching network was a French research network designed and directed by Louis Pouzin. First demonstrated in 1973, it was developed to explore alternatives to the early ARPANET design and to support network research generally. It was the first network to make the hosts responsible for reliable delivery of data, rather than the network itself, using unreliable datagrams and associated end-to-end protocol mechanisms. Concepts of this network influenced later ARPANET architecture.",What alternative to ARPANET was developed?,No answer,"{""answer"": ""The alternative to ARPANET that was developed was the **CYCLADES** packet‑switching network, a French research network engineered and directed by Louis Pouzin.""}",0.0121330097317695
Answer the question.,Civil_disobedience,"Non-revolutionary civil disobedience is a simple disobedience of laws on the grounds that they are judged ""wrong"" by an individual conscience, or as part of an effort to render certain laws ineffective, to cause their repeal, or to exert pressure to get one's political wishes on some other issue. Revolutionary civil disobedience is more of an active attempt to overthrow a government (or to change cultural traditions, social customs, religious beliefs, etc...revolution doesn't have to be political, i.e. ""cultural revolution"", it simply implies sweeping and widespread change to a section of the social fabric). Gandhi's acts have been described as revolutionary civil disobedience. It has been claimed that the Hungarians under Ferenc Deák directed revolutionary civil disobedience against the Austrian government. Thoreau also wrote of civil disobedience accomplishing ""peaceable revolution."" Howard Zinn, Harvey Wheeler, and others have identified the right espoused in The Declaration of Independence to ""alter or abolish"" an unjust government to be a principle of civil disobedience.",What is it called when there is an active attempt to overthrow a government or belief system?,Revolutionary civil disobedience,"{""answer"": ""In the political‑philosophical sense, an **active attempt to overthrow a government or to replace a prevailing belief system is called a *revolution***.  \n\n- In strictly political contexts it is simply a **political revolution** (sometimes referred to as an *insurrection*, *uprising*, or *rebellion*).  \n- When the goal is to transform cultural, social, or religious norms rather than just the political apparatus, scholars refer to it as a **cultural revolution** (or **ideological revolution**).  \n- When the revolt is carried out through non‑violent, non‑casual, or subversive acts, it is often labeled **revolutionary civil disobedience** or **revolutionary activism**.  \n\nThus, whatever the particular focus—government, ideology, culture—the defining term is a **revolution** (and its variants: uprising, insurrection, rebellion, or revolutionary civil disobedience).""}",0.5489810109138489
Answer the question.,"Fresno,_California","Before World War II, Fresno had many ethnic neighborhoods, including Little Armenia, German Town, Little Italy, and Chinatown. In 1940, the Census Bureau reported Fresno's population as 94.0% white, 3.3% black and 2.7% Asian. (Incongruously, Chinatown was primarily a Japanese neighborhood and today Japanese-American businesses still remain). During 1942, Pinedale, in what is now North Fresno, was the site of the Pinedale Assembly Center, an interim facility for the relocation of Fresno area Japanese Americans to internment camps. The Fresno Fairgrounds was also utilized as an assembly center.","In 1942, what was North Fresno previously called?",Pinedale,"{""answer"": ""In 1942, the area now known as **North Fresno** was previously called **Pinedale**.""}",0.5270957946777344
Answer the question.,Oxygen,"In this dioxygen, the two oxygen atoms are chemically bonded to each other. The bond can be variously described based on level of theory, but is reasonably and simply described as a covalent double bond that results from the filling of molecular orbitals formed from the atomic orbitals of the individual oxygen atoms, the filling of which results in a bond order of two. More specifically, the double bond is the result of sequential, low-to-high energy, or Aufbau, filling of orbitals, and the resulting cancellation of contributions from the 2s electrons, after sequential filling of the low ? and ?* orbitals; ? overlap of the two atomic 2p orbitals that lie along the O-O molecular axis and ? overlap of two pairs of atomic 2p orbitals perpendicular to the O-O molecular axis, and then cancellation of contributions from the remaining two of the six 2p electrons after their partial filling of the lowest ? and ?* orbitals.",What axis do the 2p orbitals overlap with?,No answer,"{""answer"": ""The two oxygen atoms are bonded along the internuclear (O‑O) axis – conventionally taken to be the **\\(z\\)-axis**.  \n- The **\\(2p_z\\)** orbitals on each oxygen point along this axis and overlap head‑to‑head to give the σ (σ‑bonding) contribution to the double bond.  \n- The other two \\(2p\\) orbitals, \\(2p_x\\) and \\(2p_y\\), lie perpendicular to the O‑O axis; they overlap side‑by‑side (π‑overlap) to provide the two π bonds.\n\nSo, the \\(2p\\) orbitals overlap along the internuclear O‑O axis (the \\(z\\)-axis), with side‑by‑side overlap for the perpendicular pairs.""}",-0.0010346388444304
Answer the question.,University_of_Chicago,"In 1929, the university's fifth president, Robert Maynard Hutchins, took office; the university underwent many changes during his 24-year tenure. Hutchins eliminated varsity football from the university in an attempt to emphasize academics over athletics, instituted the undergraduate college's liberal-arts curriculum known as the Common Core, and organized the university's graduate work into its current[when?] four divisions. In 1933, Hutchins proposed an unsuccessful plan to merge the University of Chicago and Northwestern University into a single university. During his term, the University of Chicago Hospitals (now called the University of Chicago Medical Center) finished construction and enrolled its first medical students. Also, the Committee on Social Thought, an institution distinctive of the university, was created.",Why did Hutchins eliminate hospitals from the university?,No answer,"{""answer"": ""You’re actually inquiring about a misunderstanding—Robert Maynard Hutchins never *eliminated* the University of Chicago’s hospitals. In fact, during his tenure the university’s university‑affiliated medical facility was completed and began admitting students in 1933. The confusion probably arises from a typo or mis‑reading of the text. \n\nHere's what really happened:  \n\n1. **Establishment of the Medical Center** – The University of Chicago Hospitals (now the University of Chicago Medical Center) were built and opened as part of Hutchins’s effort to expand the university’s graduate and professional schools.  \n2. **Expansion of Graduate Work** – He organized graduate work into four divisions, which included a strong medical and health‑science component.  \n3. **No Elimination** – There is no historical record indicating that Hutchins ever removed hospital facilities from the university; on the contrary, they were integrated into the university’s ongoing mission to blend research, education, and medical care.\n\nSo, the answer is: Hutchins did not eliminate hospitals; he actually helped establish and expand the university’s medical facilities. If there’s a specific source claiming otherwise, it’s likely an error.""}",-0.0389884002506732
Answer the question.,Packet_switching,"Telenet was the first FCC-licensed public data network in the United States. It was founded by former ARPA IPTO director Larry Roberts as a means of making ARPANET technology public. He had tried to interest AT&T in buying the technology, but the monopoly's reaction was that this was incompatible with their future. Bolt, Beranack and Newman (BBN) provided the financing. It initially used ARPANET technology but changed the host interface to X.25 and the terminal interface to X.29. Telenet designed these protocols and helped standardize them in the CCITT. Telenet was incorporated in 1973 and started operations in 1975. It went public in 1979 and was then sold to GTE.",Who founded Telnet,Larry Roberts,"{""answer"": ""Larry Roberts, the former director of ARPA’s IPTO.""}",0.5394888520240784
Answer the question.,Warsaw,"Warsaw's name in the Polish language is Warszawa, approximately /v??r????v?/ (also formerly spelled Warszewa and Warszowa), meaning ""belonging to Warsz"", Warsz being a shortened form of the masculine name of Slavic origin Warcis?aw; see also etymology of Wroc?aw. Folk etymology attributes the city name to a fisherman, Wars, and his wife, Sawa. According to legend, Sawa was a mermaid living in the Vistula River with whom Wars fell in love. In actuality, Warsz was a 12th/13th-century nobleman who owned a village located at the modern-day site of Mariensztat neighbourhood. See also the Vrovci family which had escaped to Poland. The official city name in full is miasto sto?eczne Warszawa (English: ""The Capital City of Warsaw""). A native or resident of Warsaw is known as a Varsovian  in Polish warszawiak (male), warszawianka (female), warszawiacy (plural).",What does Vriscovci mean in Polish?,No answer,"{""answer"": ""**Short answer**\n\n*There is no independent Polish word “Vriscovci.”  It is a Slovak/Czech‐style family name (usually written Vršovci) that literally means “the people of Vrš” or “descendants of Vrš.”  In Polish it would simply be treated as a proper noun – a surname – and has no separate meaning beyond that.*\n\n---\n\n### Why it looks unfamiliar to a Polish speaker\n\n| Component | Language of origin | Meaning | How it fits in Polish |\n|-----------|-------------------|---------|-----------------------|\n| **Vr‑** or **Vrs‑** | Old Slavic | Often derived from *vrh* (top, hill, upper part) or a personal name *Vrša* (a person named “upper” or “the one from the hill”). | In Polish the root would be *vrh* → *wierzchołek* (though not used in a name). |\n| **‑sc** | Slavic vowel change indicator | No meaning by itself. | English‑style orthography; in Polish it would be *‑sk* or *‑ski*. |\n| **‑ovci** | Slavic suffix | Plural, genitive form: “those belonging to” or “descendants of.” | In Polish the equivalent would be *‑owicz* for a surname (e.g. *Kowalski → Kowalscy* – “the Kowalski family”). |\n\nSo **Vriscovci** = “people/descendants of Vrš.”\n\n---\n\n### Historical / regional context\n\n- **Vršovci** is the name of a medieval Czech noble family that had lands around the area that is now the Vršovice district in Prague.\n- The surname is Slavic in construction: personal name **Vrš** (or *Vrša*) + collective suffix **‑ovci** → “those of Vrš.”\n- In Polish the name would normally be spelled **Wrzśowicz** or simply **Wrzsowicz** (though it is uncommon).  \n- In everyday Polish you’d treat it like any other foreign surname: “Jacek Vriscovci (Wrzsowicz)”.\n\n---\n\n### Bottom line\n\n> **Vriscovci** is a proper noun, a family name of Slavic origin.  \n> It does not have a separate dictionary meaning in Polish; it literally means “the people belonging to Vrš,” which is a modern Polish approximation of the Czech *Vršovci* [**Vršovci** → *Wrzśowicze*].  \n> If you encounter it in a Polish text, think of it as a surname, not a common word.""}",-0.0337321534752845
Answer the question.,Imperialism,"The correlation between capitalism, aristocracy, and imperialism has long been debated among historians and political theorists. Much of the debate was pioneered by such theorists as J. A. Hobson (18581940), Joseph Schumpeter (18831950), Thorstein Veblen (18571929), and Norman Angell (18721967). While these non-Marxist writers were at their most prolific before World War I, they remained active in the interwar years. Their combined work informed the study of imperialism and it's impact on Europe, as well as contributed to reflections on the rise of the military-political complex in the United States from the 1950s. Hobson argued that domestic social reforms could cure the international disease of imperialism by removing its economic foundation. Hobson theorized that state intervention through taxation could boost broader consumption, create wealth, and encourage a peaceful, tolerant, multipolar world order.",When were Joseph Schumpeter and Norman Angell at their most prolific writing period?,before World War I,"{""answer"": ""**Joseph Schumpeter** – The economist’s most productive years ran from the early‑to‑mid‑1920s up to the late‑1930s.  This period saw the publication of his classic “Theory of Economic Development” (1911), the seminal “Capitalists and Socialists” (1922), and the landmark “Capitalism, Socialism and Democracy” (1942), which was drafted during this prolific stretch.  \n\n**Norman Angell** – Angell’s peak output occurred in the interwar era, especially the 1920s.  His major works, most notably “Why War?” (1915) (a pre‑war hit) and the post‑war classics “The Great Crisis” (1920) and “War, Peace and the National Interest” (1929), were published during this highly productive decade.  Thus, Schumpeter was at his most prolific from the early 1920s through the 1930s, while Angell’s most prolific writing period was the interwar years, particularly the 1920s.""}",0.3787147998809814
Answer the question.,Scottish_Parliament,"In addition to the General Assembly Hall, the Parliament also used buildings rented from the City of Edinburgh Council. The former administrative building of Lothian Regional Council on George IV Bridge was used for the MSP's offices. Following the move to Holyrood in 2004 this building was demolished. The former Midlothian County Buildings facing Parliament Square, High Street and George IV Bridge in Edinburgh (originally built as the headquarters of the pre-1975 Midlothian County Council) housed the Parliament's visitors' centre and shop, whilst the main hall was used as the Parliament's principal committee room.",What former administrative building was used for the MSP's offices?,Lothian Regional Council,"{""answer"": ""The former administrative building of **Lothian Regional Council on George IV Bridge** was used for the MSP's offices.""}",0.6071370244026184
Answer the question.,Yuan_dynasty,"The Chinese medical tradition of the Yuan had ""Four Great Schools"" that the Yuan inherited from the Jin dynasty. All four schools were based on the same intellectual foundation, but advocated different theoretical approaches toward medicine. Under the Mongols, the practice of Chinese medicine spread to other parts of the empire. Chinese physicians were brought along military campaigns by the Mongols as they expanded towards the west. Chinese medical techniques such as acupuncture, moxibustion, pulse diagnosis, and various herbal drugs and elixirs were transmitted westward to the Middle East and the rest of the empire. Several medical advances were made in the Yuan period. The physician Wei Yilin (12771347) invented a suspension method for reducing dislocated joints, which he performed using anesthetics. The Mongol physician Hu Sihui described the importance of a healthy diet in a 1330 medical treatise.",How did Chinese medicine spread?,Chinese physicians were brought along military campaigns by the Mongols,"{""answer"": ""**Chinese medicine spread during the Yuan dynasty mainly through the Mongol Empire’s vast military and trade networks.**\n\n1. **Military campaigns** – Chinese physicians were carried with the Mongol armies as they marched into Central Asia and the Middle East. On the campaign trail they treated soldiers, officials, and local populations, demonstrating acupuncture, moxibustion, pulse diagnosis and herbal remedies.\n\n2. **Cultural and commercial exchange** – The Mongol administration patronized medical knowledge and established hospitals and learning centers in newly conquered lands. Chinese medical texts were translated and distributed along Silk‑Road routes, reaching scholars in the Islamic world and beyond.\n\n3. **Institutional support** – The Yuan court protected the “Four Great Schools” and promoted their teachings. Chinese doctors were recruited into imperial medical teams, and their methods were disseminated through official medical treatises (e.g., Hu Sihui’s 1330 work on diet) and practical guides (e.g., Wei Yilin’s anesthetic techniques for joint reduction).\n\n4. **Translational bridges** – By the 14th century many Chinese medical concepts had been rendered into Persian and Arabic, allowing practitioners in the Middle East to adopt acupuncture, herbal concoctions, and other techniques.\n\nThus, under Mongol rule, Chinese medicine spread westward mainly through military logistics, trade routes, official patronage, and scholarly translation of key texts into the languages of the empire’s new frontiers.""}",0.817432701587677
