prompt,title,context,question,answer,pred_answer,score
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Immune_system,"Several barriers protect organisms from infection, including mechanical, chemical, and biological barriers. The waxy cuticle of many leaves, the exoskeleton of insects, the shells and membranes of externally deposited eggs, and skin are examples of mechanical barriers that are the first line of defense against infection. However, as organisms cannot be completely sealed from their environments, other systems act to protect body openings such as the lungs, intestines, and the genitourinary tract. In the lungs, coughing and sneezing mechanically eject pathogens and other irritants from the respiratory tract. The flushing action of tears and urine also mechanically expels pathogens, while mucus secreted by the respiratory and gastrointestinal tract serves to trap and entangle microorganisms.",What responses protect the lungs by mechanically ejecting pathogens from the respiratory system?,coughing and sneezing,"{""answer"": ""coughing and sneezing""}",1.0
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",1973_oil_crisis,"Some of the income was dispensed in the form of aid to other underdeveloped nations whose economies had been caught between higher oil prices and lower prices for their own export commodities, amid shrinking Western demand. Much went for arms purchases that exacerbated political tensions, particularly in the Middle East. Saudi Arabia spent over 100 billion dollars in the ensuing decades for helping spread its fundamentalist interpretation of Islam, known as Wahhabism, throughout the world, via religious charities such al-Haramain Foundation, which often also distributed funds to violent Sunni extremist groups such as Al-Qaeda and the Taliban.",What is a fundamentalist interpretation of al-Haramain called?,No answer,"{""answer"": ""Wahhabism""}",0.2151554822921753
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Sky_(United_Kingdom),"Formed in November 1990 by the equal merger of Sky Television and British Satellite Broadcasting, BSkyB became the UK's largest digital subscription television company. Following BSkyB's 2014 acquisition of Sky Italia and a majority 90.04% interest in Sky Deutschland in November 2014, its holding company British Sky Broadcasting Group plc changed its name to Sky plc. The United Kingdom operations also changed the company name from British Sky Broadcasting Limited to Sky UK Limited, still trading as Sky.",When did BSkyB become the largest US television company?,No answer,"{""answer"": ""No answer""}",1.0000001192092896
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",European_Union_law,"Following the election of the UK Labour Party to government in 1997, the UK formally subscribed to the Agreement on Social Policy, which allowed it to be included with minor amendments as the Social Chapter of the 1997 Treaty of Amsterdam. The UK subsequently adopted the main legislation previously agreed under the Agreement on Social Policy, the 1994 Works Council Directive, which required workforce consultation in businesses, and the 1996 Parental Leave Directive. In the 10 years following the 1997 Treaty of Amsterdam and adoption of the Social Chapter the European Union has undertaken policy initiatives in various social policy areas, including labour and industry relations, equal opportunity, health and safety, public health, protection of children, the disabled and elderly, poverty, migrant workers, education, training and youth.",When did the UK formally subscribe to the Agreement on Social Policy?,1997,"{""answer"": ""1997""}",1.0
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Steam_engine,"The first commercially successful true engine, in that it could generate power and transmit it to a machine, was the atmospheric engine, invented by Thomas Newcomen around 1712. It was an improvement over Savery's steam pump, using a piston as proposed by Papin. Newcomen's engine was relatively inefficient, and in most cases was used for pumping water. It worked by creating a partial vacuum by condensing steam under a piston within a cylinder. It was employed for draining mine workings at depths hitherto impossible, and also for providing a reusable water supply for driving waterwheels at factories sited away from a suitable ""head"". Water that had passed over the wheel was pumped back up into a storage reservoir above the wheel.",What was the first true engine that was commercially successful?,atmospheric engine,"{""answer"": ""the atmospheric engine, invented by Thomas Newcomen around 1712.""}",0.5773464441299438
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Harvard_University,"The University is organized into eleven separate academic unitsten faculties and the Radcliffe Institute for Advanced Studywith campuses throughout the Boston metropolitan area: its 209-acre (85 ha) main campus is centered on Harvard Yard in Cambridge, approximately 3 miles (5 km) northwest of Boston; the business school and athletics facilities, including Harvard Stadium, are located across the Charles River in the Allston neighborhood of Boston and the medical, dental, and public health schools are in the Longwood Medical Area. Harvard's $37.6 billion financial endowment is the largest of any academic institution.",What is the size of the school's endowment?,$37.6 billion,"{""answer"": ""$37.6 billion""}",1.000000238418579
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Intergovernmental_Panel_on_Climate_Change,"The IPCC Fourth Assessment Report (AR4) published in 2007 featured a graph showing 12 proxy based temperature reconstructions, including the three highlighted in the 2001 Third Assessment Report (TAR); Mann, Bradley & Hughes 1999 as before, Jones et al. 1998 and Briffa 2000 had both been calibrated by newer studies. In addition, analysis of the Medieval Warm Period cited reconstructions by Crowley & Lowery 2000 (as cited in the TAR) and Osborn & Briffa 2006. Ten of these 14 reconstructions covered 1,000 years or longer. Most reconstructions shared some data series, particularly tree ring data, but newer reconstructions used additional data and covered a wider area, using a variety of statistical methods. The section discussed the divergence problem affecting certain tree ring data.",How many Medieval Warm Period reconstructions were used?,14,"{""answer"": ""2""}",0.3704918622970581
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Huguenot,"The pattern of warfare, followed by brief periods of peace, continued for nearly another quarter-century. The warfare was definitively quelled in 1598, when Henry of Navarre, having succeeded to the French throne as Henry IV, and having recanted Protestantism in favour of Roman Catholicism, issued the Edict of Nantes. The Edict reaffirmed Catholicism as the state religion of France, but granted the Protestants equality with Catholics under the throne and a degree of religious and political freedom within their domains. The Edict simultaneously protected Catholic interests by discouraging the founding of new Protestant churches in Catholic-controlled regions.[citation needed]",In what year did the warfare in France between Protestants and Catholics get it start?,No answer,"{""answer"": ""No answer""}",1.0000001192092896
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Rhine,"Before the St. Elizabeth's flood (1421), the Meuse flowed just south of today's line Merwede-Oude Maas to the North Sea and formed an archipelago-like estuary with Waal and Lek. This system of numerous bays, estuary-like extended rivers, many islands and constant changes of the coastline, is hard to imagine today. From 1421 to 1904, the Meuse and Waal merged further upstream at Gorinchem to form Merwede. For flood protection reasons, the Meuse was separated from the Waal through a lock and diverted into a new outlet called ""Bergse Maas"", then Amer and then flows into the former bay Hollands Diep.",What did the Merwede-Oude Maas form with Waal and Lek?,archipelago-like estuary,"{""answer"": ""an archipelago-like estuary""}",0.977799654006958
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",University_of_Chicago,"In business, notable alumni include Microsoft CEO Satya Nadella, Oracle Corporation founder and the third richest man in America Larry Ellison, Goldman Sachs and MF Global CEO as well as former Governor of New Jersey Jon Corzine, McKinsey & Company founder and author of the first management accounting textbook James O. McKinsey, Arley D. Cathey, Bloomberg L.P. CEO Daniel Doctoroff, Credit Suisse CEO Brady Dougan, Morningstar, Inc. founder and CEO Joe Mansueto, Chicago Cubs owner and chairman Thomas S. Ricketts, and NBA commissioner Adam Silver.",Who is the third riches man in America?,Larry Ellison,"{""answer"": ""Larry Ellison""}",1.0000001192092896
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Intergovernmental_Panel_on_Climate_Change,"IPCC author Richard Lindzen has made a number of criticisms of the TAR. Among his criticisms, Lindzen has stated that the WGI Summary for Policymakers (SPM) does not faithfully summarize the full WGI report. For example, Lindzen states that the SPM understates the uncertainty associated with climate models. John Houghton, who was a co-chair of TAR WGI, has responded to Lindzen's criticisms of the SPM. Houghton has stressed that the SPM is agreed upon by delegates from many of the world's governments, and that any changes to the SPM must be supported by scientific evidence.",Who is one of the authors of the WGI Summary?,No answer,"{""answer"": ""Richard Lindzen""}",0.1304452121257782
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Steam_engine,"It is a logical extension of the compound engine (described above) to split the expansion into yet more stages to increase efficiency. The result is the multiple expansion engine. Such engines use either three or four expansion stages and are known as triple and quadruple expansion engines respectively. These engines use a series of cylinders of progressively increasing diameter. These cylinders are designed to divide the work into equal shares for each expansion stage. As with the double expansion engine, if space is at a premium, then two smaller cylinders may be used for the low-pressure stage. Multiple expansion engines typically had the cylinders arranged inline, but various other formations were used. In the late 19th century, the Yarrow-Schlick-Tweedy balancing 'system' was used on some marine triple expansion engines. Y-S-T engines divided the low-pressure expansion stages between two cylinders, one at each end of the engine. This allowed the crankshaft to be better balanced, resulting in a smoother, faster-responding engine which ran with less vibration. This made the 4-cylinder triple-expansion engine popular with large passenger liners (such as the Olympic class), but this was ultimately replaced by the virtually vibration-free turbine engine.[citation needed]",How many expansion stages are used by the triple expansion engine?,three,"{""answer"": ""Three""}",1.0000001192092896
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",European_Union_law,"To make new legislation, TFEU article 294 defines the ""ordinary legislative procedure"" that applies for most EU acts. The essence is there are three readings, starting with a Commission proposal, where the Parliament must vote by a majority of all MEPs (not just those present) to block or suggest changes, and the Council must vote by qualified majority to approve changes, but by unanimity to block Commission amendment. Where the different institutions cannot agree at any stage, a ""Conciliation Committee"" is convened, representing MEPs, ministers and the Commission to try and get agreement on a joint text: if this works, it will be sent back to the Parliament and Council to approve by absolute and qualified majority. This means, legislation can be blocked by a majority in Parliament, a minority in the Council, and a majority in the Commission: it is harder to change EU law than stay the same. A different procedure exists for budgets. For ""enhanced cooperation"" among a sub-set of at least member states, authorisation must be given by the Council. Member state governments should be informed by the Commission at the outset before any proposals start the legislative procedure. The EU as a whole can only act within its power set out in the Treaties. TEU articles 4 and 5 state that powers remain with the member states unless they have been conferred, although there is a debate about the Kompetenz-Kompetenz question: who ultimately has the ""competence"" to define the EU's ""competence"". Many member state courts believe they decide, other member state Parliaments believe they decide, while within the EU, the Court of Justice believes it has the final say.",Which TFEU article defines the ordinary legislative procedure that applies for majority of EU acts?,TFEU article 294,"{""answer"": ""Article 294 of the TFEU.""}",0.8264437913894653
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",1973_oil_crisis,"In response to American aid to Israel, on October 16, 1973, OPEC raised the posted price of oil by 70%, to $5.11 a barrel. The following day, oil ministers agreed to the embargo, a cut in production by five percent from September's output and to continue to cut production in five percent monthly increments until their economic and political objectives were met. On October 19, Nixon requested Congress to appropriate $2.2 billion in emergency aid to Israel, including $1.5 billion in outright grants. George Lenczowski notes, ""Military supplies did not exhaust Nixon's eagerness to prevent Israel's collapse...This [$2.2 billion] decision triggered a collective OPEC response."" Libya immediately announced it would embargo oil shipments to the United States. Saudi Arabia and the other Arab oil-producing states joined the embargo on October 20, 1973. At their Kuwait meeting, OAPEC proclaimed the embargo that curbed exports to various countries and blocked all oil deliveries to the US as a ""principal hostile country"".",What percentage did OPEC raise the price of oil?,No answer,"{""answer"": ""70%""}",0.1931167393922805
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.","Fresno,_California","Fresno has three large public parks, two in the city limits and one in county land to the southwest. Woodward Park, which features the Shinzen Japanese Gardens, numerous picnic areas and several miles of trails, is in North Fresno and is adjacent to the San Joaquin River Parkway. Roeding Park, near Downtown Fresno, is home to the Fresno Chaffee Zoo, and Rotary Storyland and Playland. Kearney Park is the largest of the Fresno region's park system and is home to historic Kearney Mansion and plays host to the annual Civil War Revisited, the largest reenactment of the Civil War in the west coast of the U.S.",How many large public parks does Fresno have?,three,"{""answer"": ""3""}",0.8284099102020264
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Black_Death,"A variety of alternatives to the Y. pestis have been put forward. Twigg suggested that the cause was a form of anthrax, and Norman Cantor (2001) thought it may have been a combination of anthrax and other pandemics. Scott and Duncan have argued that the pandemic was a form of infectious disease that characterise as hemorrhagic plague similar to Ebola. Archaeologist Barney Sloane has argued that there is insufficient evidence of the extinction of a large number of rats in the archaeological record of the medieval waterfront in London and that the plague spread too quickly to support the thesis that the Y. pestis was spread from fleas on rats; he argues that transmission must have been person to person. However, no single alternative solution has achieved widespread acceptance. Many scholars arguing for the Y. pestis as the major agent of the pandemic suggest that its extent and symptoms can be explained by a combination of bubonic plague with other diseases, including typhus, smallpox and respiratory infections. In addition to the bubonic infection, others point to additional septicemic (a type of ""blood poisoning"") and pneumonic (an airborne plague that attacks the lungs before the rest of the body) forms of the plague, which lengthen the duration of outbreaks throughout the seasons and help account for its high mortality rate and additional recorded symptoms. In 2014, scientists with Public Health England announced the results of an examination of 25 bodies exhumed from the Clerkenwell area of London, as well as of wills registered in London during the period, which supported the pneumonic hypothesis.",Who was one of the scientists for Public Health England in 2014?,No answer,"{""answer"": ""No answer""}",1.0000001192092896
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Rhine,"Around 2.5 million years ago (ending 11,600 years ago) was the geological period of the Ice Ages. Since approximately 600,000 years ago, six major Ice Ages have occurred, in which sea level dropped 120 m (390 ft) and much of the continental margins became exposed. In the Early Pleistocene, the Rhine followed a course to the northwest, through the present North Sea. During the so-called Anglian glaciation (~450,000 yr BP, marine oxygen isotope stage 12), the northern part of the present North Sea was blocked by the ice and a large lake developed, that overflowed through the English Channel. This caused the Rhine's course to be diverted through the English Channel. Since then, during glacial times, the river mouth was located offshore of Brest, France and rivers, like the Thames and the Seine, became tributaries to the Rhine. During interglacials, when sea level rose to approximately the present level, the Rhine built deltas, in what is now the Netherlands.",What period was 2.5 million years ago?,Ice Ages,"{""answer"": ""the Ice Ages""}",0.9238262176513672
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Pharmacy,"In the United States, there has been a push to legalize importation of medications from Canada and other countries, in order to reduce consumer costs. While in most cases importation of prescription medications violates Food and Drug Administration (FDA) regulations and federal laws, enforcement is generally targeted at international drug suppliers, rather than consumers. There is no known case of any U.S. citizens buying Canadian drugs for personal use with a prescription, who has ever been charged by authorities.",What is a reason for the movement to illegalize importing medicines from other countries?,No answer,"{""answer"": ""No answer""}",1.0000001192092896
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Immune_system,"When B cells and T cells are activated and begin to replicate, some of their offspring become long-lived memory cells. Throughout the lifetime of an animal, these memory cells remember each specific pathogen encountered and can mount a strong response if the pathogen is detected again. This is ""adaptive"" because it occurs during the lifetime of an individual as an adaptation to infection with that pathogen and prepares the immune system for future challenges. Immunological memory can be in the form of either passive short-term memory or active long-term memory.",Why are memory cells not considered adaptive?,No answer,"{""answer"": ""No answer""}",1.0000001192092896
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Yuan_dynasty,"The historian Frederick W. Mote wrote that the usage of the term ""social classes"" for this system was misleading and that the position of people within the four-class system was not an indication of their actual social power and wealth, but just entailed ""degrees of privilege"" to which they were entitled institutionally and legally, so a person's standing within the classes was not a guarantee of their standing, since there were rich and well socially standing Chinese while there were less rich Mongol and Semu than there were Mongol and Semu who lived in poverty and were ill treated.",There were many Mongols with what expected status?,No answer,"{""answer"": ""less rich""}",0.1092210263013839
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Construction,"Building construction is the process of adding structure to real property or construction of buildings. The majority of building construction jobs are small renovations, such as addition of a room, or renovation of a bathroom. Often, the owner of the property acts as laborer, paymaster, and design team for the entire project. Although building construction projects typically include various common elements, such as design, financial, estimating and legal considerations, many projects of varying sizes reach undesirable end results, such as structural collapse, cost overruns, and/or litigation. For this reason, those with experience in the field make detailed plans and maintain careful oversight during the project to ensure a positive outcome.",What elements make up a room edition?,No answer,"{""answer"": ""design, financial, estimating, and legal considerations""}",0.0789495706558227
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Southern_California,"Subsequently, Californios (dissatisfied with inequitable taxes and land laws) and pro-slavery southerners in the lightly populated ""Cow Counties"" of southern California attempted three times in the 1850s to achieve a separate statehood or territorial status separate from Northern California. The last attempt, the Pico Act of 1859, was passed by the California State Legislature and signed by the State governor John B. Weller. It was approved overwhelmingly by nearly 75% of voters in the proposed Territory of Colorado. This territory was to include all the counties up to the then much larger Tulare County (that included what is now Kings, most of Kern, and part of Inyo counties) and San Luis Obispo County. The proposal was sent to Washington, D.C. with a strong advocate in Senator Milton Latham. However, the secession crisis following the election of Abraham Lincoln in 1860 led to the proposal never coming to a vote.",What was the name given to the regions in which the pro - slavery southerners lived?,Cow Counties,"{""answer"": ""Cow Counties""}",1.0000001192092896
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",University_of_Chicago,"Students at the University of Chicago run over 400 clubs and organizations known as Recognized Student Organizations (RSOs). These include cultural and religious groups, academic clubs and teams, and common-interest organizations. Notable extracurricular groups include the University of Chicago College Bowl Team, which has won 118 tournaments and 15 national championships, leading both categories internationally. The university's competitive Model United Nations team was the top ranked team in North America in 2013-14 and 2014-2015. Among notable RSOs are the nation's longest continuously running student film society Doc Films, organizing committee for the University of Chicago Scavenger Hunt, the twice-weekly student newspaper The Chicago Maroon, the alternative weekly student newspaper South Side Weekly, the nation's second oldest continuously running student improvisational theater troupe Off-Off Campus, and the university-owned radio station WHPK.",What is the name of the student improvisational theater troupe?,Off-Off Campus,"{""answer"": ""Off-Off Campus""}",1.0000001192092896
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Oxygen,"Reactive oxygen species, such as superoxide ion (O? 2) and hydrogen peroxide (H 2O 2), are dangerous by-products of oxygen use in organisms. Parts of the immune system of higher organisms create peroxide, superoxide, and singlet oxygen to destroy invading microbes. Reactive oxygen species also play an important role in the hypersensitive response of plants against pathogen attack. Oxygen is toxic to obligately anaerobic organisms, which were the dominant form of early life on Earth until O 2 began to accumulate in the atmosphere about 2.5 billion years ago during the Great Oxygenation Event, about a billion years after the first appearance of these organisms.",Against what does reactive oxygen play in plant defense?,pathogen attack,"{""answer"": ""pathogen attack""}",1.0000001192092896
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Islamism,"An Islamist movement influenced by Salafism and the jihad in Afghanistan, as well as the Muslim Brotherhood, was the FIS or Front Islamique de Salut (the Islamic Salvation Front) in Algeria. Founded as a broad Islamist coalition in 1989 it was led by Abbassi Madani, and a charismatic Islamist young preacher, Ali Belhadj. Taking advantage of economic failure and unpopular social liberalization and secularization by the ruling leftist-nationalist FLN government, it used its preaching to advocate the establishment of a legal system following Sharia law, economic liberalization and development program, education in Arabic rather than French, and gender segregation, with women staying home to alleviate the high rate of unemployment among young Algerian men. The FIS won sweeping victories in local elections and it was going to win national elections in 1991 when voting was canceled by a military coup d'état.",Where was the FIS formed?,Algeria,"{""answer"": ""Algeria""}",1.0000001192092896
"Given the following context and question, return the answer that is contained in the context. If the answer cannot be found, reply with exactly ""No answer"". Provide only the answer, no additional commentary or formatting.",Packet_switching,"Starting in 1965, Donald Davies at the National Physical Laboratory, UK, independently developed the same message routing methodology as developed by Baran. He called it packet switching, a more accessible name than Baran's, and proposed to build a nationwide network in the UK. He gave a talk on the proposal in 1966, after which a person from the Ministry of Defence (MoD) told him about Baran's work. A member of Davies' team (Roger Scantlebury) met Lawrence Roberts at the 1967 ACM Symposium on Operating System Principles and suggested it for use in the ARPANET.",What did Baran call his system?,No answer,"{""answer"": ""No answer""}",1.0000001192092896
